STATISTIC,STATISTIC Label,TLIST(A1),Year,C02069V02500,Type of Fertiliser,UNIT,VALUE
AJA05,Fertiliser Price,1990,1990,18,Sulphate of Ammonia (21%),Euro per Tonne,
AJA05,Fertiliser Price,1990,1990,19,Ammonium Sulphate Nitrate (26%),Euro per Tonne,
AJA05,Fertiliser Price,1990,1990,20,Compound 10-5-25,Euro per Tonne,
AJA05,Fertiliser Price,1990,1990,21,Compound 13-6-20,Euro per Tonne,
AJA05,Fertiliser Price,1990,1990,22,Compound 15-3-20,Euro per Tonne,
AJA05,Fertiliser Price,1990,1990,23,Compound 24-2.2-10,Euro per Tonne,
AJA05,Fertiliser Price,1990,1990,24,Compound 24-2.2-4.5,Euro per Tonne,
AJA05,Fertiliser Price,1990,1990,26,Compound 19-0-15,Euro per Tonne,
AJA05,Fertiliser Price,1990,1990,27,Compound 25-4-0,Euro per Tonne,
AJA05,Fertiliser Price,1991,1991,1,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,151
AJA05,Fertiliser Price,1991,1991,2,Urea (46% N),Euro per Tonne,199
AJA05,Fertiliser Price,1991,1991,4,Granular Superphosphate (16% P),Euro per Tonne,242
AJA05,Fertiliser Price,1991,1991,6,Muriate of Potash (50% K),Euro per Tonne,194
AJA05,Fertiliser Price,1991,1991,7,Compound 0-10-20,Euro per Tonne,165
AJA05,Fertiliser Price,1991,1991,8,Compound 0-7-30,Euro per Tonne,162
AJA05,Fertiliser Price,1991,1991,9,Compound 7-6-17,Euro per Tonne,
AJA05,Fertiliser Price,1991,1991,10,Compound 10-10-20,Euro per Tonne,209
AJA05,Fertiliser Price,1991,1991,11,Compound 14-7-14,Euro per Tonne,200
AJA05,Fertiliser Price,1991,1991,12,Compound 18-6-12,Euro per Tonne,196
AJA05,Fertiliser Price,1991,1991,13,Compound 24-2.5-10,Euro per Tonne,200
AJA05,Fertiliser Price,1991,1991,14,Compound 27-2.5-5,Euro per Tonne,195
AJA05,Fertiliser Price,1991,1991,15,Sulphate of Potash (42% K),Euro per Tonne,
AJA05,Fertiliser Price,1991,1991,16,Compound 8-5-18,Euro per Tonne,
AJA05,Fertiliser Price,1991,1991,17,Compound 20-4-10,Euro per Tonne,
AJA05,Fertiliser Price,1991,1991,18,Sulphate of Ammonia (21%),Euro per Tonne,
AJA05,Fertiliser Price,1991,1991,19,Ammonium Sulphate Nitrate (26%),Euro per Tonne,
AJA05,Fertiliser Price,1991,1991,20,Compound 10-5-25,Euro per Tonne,
AJA05,Fertiliser Price,1991,1991,21,Compound 13-6-20,Euro per Tonne,
AJA05,Fertiliser Price,1991,1991,22,Compound 15-3-20,Euro per Tonne,
AJA05,Fertiliser Price,1991,1991,23,Compound 24-2.2-10,Euro per Tonne,
AJA05,Fertiliser Price,1991,1991,24,Compound 24-2.2-4.5,Euro per Tonne,
AJA05,Fertiliser Price,1991,1991,26,Compound 19-0-15,Euro per Tonne,
AJA05,Fertiliser Price,1991,1991,27,Compound 25-4-0,Euro per Tonne,
AJA05,Fertiliser Price,1992,1992,1,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,145
AJA05,Fertiliser Price,1992,1992,2,Urea (46% N),Euro per Tonne,196
AJA05,Fertiliser Price,1992,1992,4,Granular Superphosphate (16% P),Euro per Tonne,240
AJA05,Fertiliser Price,1992,1992,6,Muriate of Potash (50% K),Euro per Tonne,191
AJA05,Fertiliser Price,1992,1992,7,Compound 0-10-20,Euro per Tonne,165
AJA05,Fertiliser Price,1992,1992,8,Compound 0-7-30,Euro per Tonne,163
AJA05,Fertiliser Price,1992,1992,9,Compound 7-6-17,Euro per Tonne,234
AJA05,Fertiliser Price,1992,1992,10,Compound 10-10-20,Euro per Tonne,205
AJA05,Fertiliser Price,1992,1992,11,Compound 14-7-14,Euro per Tonne,200
AJA05,Fertiliser Price,1992,1992,12,Compound 18-6-12,Euro per Tonne,193
AJA05,Fertiliser Price,1992,1992,13,Compound 24-2.5-10,Euro per Tonne,197
AJA05,Fertiliser Price,1992,1992,14,Compound 27-2.5-5,Euro per Tonne,192
AJA05,Fertiliser Price,1992,1992,15,Sulphate of Potash (42% K),Euro per Tonne,
AJA05,Fertiliser Price,1992,1992,16,Compound 8-5-18,Euro per Tonne,
AJA05,Fertiliser Price,1992,1992,17,Compound 20-4-10,Euro per Tonne,
AJA05,Fertiliser Price,1992,1992,18,Sulphate of Ammonia (21%),Euro per Tonne,
AJA05,Fertiliser Price,1992,1992,19,Ammonium Sulphate Nitrate (26%),Euro per Tonne,
AJA05,Fertiliser Price,1992,1992,20,Compound 10-5-25,Euro per Tonne,
AJA05,Fertiliser Price,1992,1992,21,Compound 13-6-20,Euro per Tonne,
AJA05,Fertiliser Price,1992,1992,22,Compound 15-3-20,Euro per Tonne,
AJA05,Fertiliser Price,1992,1992,23,Compound 24-2.2-10,Euro per Tonne,
AJA05,Fertiliser Price,1992,1992,24,Compound 24-2.2-4.5,Euro per Tonne,
AJA05,Fertiliser Price,1992,1992,26,Compound 19-0-15,Euro per Tonne,
AJA05,Fertiliser Price,1992,1992,27,Compound 25-4-0,Euro per Tonne,
AJA05,Fertiliser Price,1993,1993,1,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,132
AJA05,Fertiliser Price,1993,1993,2,Urea (46% N),Euro per Tonne,182
AJA05,Fertiliser Price,1993,1993,4,Granular Superphosphate (16% P),Euro per Tonne,233
AJA05,Fertiliser Price,1993,1993,6,Muriate of Potash (50% K),Euro per Tonne,187
AJA05,Fertiliser Price,1993,1993,7,Compound 0-10-20,Euro per Tonne,153
AJA05,Fertiliser Price,1993,1993,8,Compound 0-7-30,Euro per Tonne,152
AJA05,Fertiliser Price,1993,1993,9,Compound 7-6-17,Euro per Tonne,227
AJA05,Fertiliser Price,1993,1993,10,Compound 10-10-20,Euro per Tonne,196
AJA05,Fertiliser Price,1993,1993,11,Compound 14-7-14,Euro per Tonne,188
AJA05,Fertiliser Price,1993,1993,12,Compound 18-6-12,Euro per Tonne,183
AJA05,Fertiliser Price,1993,1993,13,Compound 24-2.5-10,Euro per Tonne,186
AJA05,Fertiliser Price,1993,1993,14,Compound 27-2.5-5,Euro per Tonne,181
AJA05,Fertiliser Price,1993,1993,15,Sulphate of Potash (42% K),Euro per Tonne,
AJA05,Fertiliser Price,1993,1993,16,Compound 8-5-18,Euro per Tonne,
AJA05,Fertiliser Price,1993,1993,17,Compound 20-4-10,Euro per Tonne,
AJA05,Fertiliser Price,1993,1993,18,Sulphate of Ammonia (21%),Euro per Tonne,
AJA05,Fertiliser Price,1993,1993,19,Ammonium Sulphate Nitrate (26%),Euro per Tonne,
AJA05,Fertiliser Price,1993,1993,20,Compound 10-5-25,Euro per Tonne,
AJA05,Fertiliser Price,1993,1993,21,Compound 13-6-20,Euro per Tonne,
AJA05,Fertiliser Price,1993,1993,22,Compound 15-3-20,Euro per Tonne,
AJA05,Fertiliser Price,1993,1993,23,Compound 24-2.2-10,Euro per Tonne,
AJA05,Fertiliser Price,1993,1993,24,Compound 24-2.2-4.5,Euro per Tonne,
AJA05,Fertiliser Price,1993,1993,26,Compound 19-0-15,Euro per Tonne,
AJA05,Fertiliser Price,1993,1993,27,Compound 25-4-0,Euro per Tonne,
AJA05,Fertiliser Price,1994,1994,1,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,137
AJA05,Fertiliser Price,1994,1994,2,Urea (46% N),Euro per Tonne,186
AJA05,Fertiliser Price,1994,1994,4,Granular Superphosphate (16% P),Euro per Tonne,239
AJA05,Fertiliser Price,1994,1994,6,Muriate of Potash (50% K),Euro per Tonne,195
AJA05,Fertiliser Price,1994,1994,7,Compound 0-10-20,Euro per Tonne,162
AJA05,Fertiliser Price,1994,1994,8,Compound 0-7-30,Euro per Tonne,162
AJA05,Fertiliser Price,1994,1994,9,Compound 7-6-17,Euro per Tonne,
AJA05,Fertiliser Price,1994,1994,10,Compound 10-10-20,Euro per Tonne,200
AJA05,Fertiliser Price,1994,1994,11,Compound 14-7-14,Euro per Tonne,192
AJA05,Fertiliser Price,1994,1994,12,Compound 18-6-12,Euro per Tonne,187
AJA05,Fertiliser Price,1994,1994,13,Compound 24-2.5-10,Euro per Tonne,189
AJA05,Fertiliser Price,1994,1994,14,Compound 27-2.5-5,Euro per Tonne,185
AJA05,Fertiliser Price,1994,1994,15,Sulphate of Potash (42% K),Euro per Tonne,
AJA05,Fertiliser Price,1994,1994,16,Compound 8-5-18,Euro per Tonne,
AJA05,Fertiliser Price,1994,1994,17,Compound 20-4-10,Euro per Tonne,
AJA05,Fertiliser Price,1994,1994,18,Sulphate of Ammonia (21%),Euro per Tonne,
AJA05,Fertiliser Price,1994,1994,19,Ammonium Sulphate Nitrate (26%),Euro per Tonne,
AJA05,Fertiliser Price,1994,1994,20,Compound 10-5-25,Euro per Tonne,
AJA05,Fertiliser Price,1994,1994,21,Compound 13-6-20,Euro per Tonne,
AJA05,Fertiliser Price,1994,1994,22,Compound 15-3-20,Euro per Tonne,
AJA05,Fertiliser Price,1994,1994,23,Compound 24-2.2-10,Euro per Tonne,
AJA05,Fertiliser Price,1994,1994,24,Compound 24-2.2-4.5,Euro per Tonne,
AJA05,Fertiliser Price,1994,1994,26,Compound 19-0-15,Euro per Tonne,
AJA05,Fertiliser Price,1994,1994,27,Compound 25-4-0,Euro per Tonne,
AJA05,Fertiliser Price,1995,1995,1,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,155
AJA05,Fertiliser Price,1995,1995,2,Urea (46% N),Euro per Tonne,201
AJA05,Fertiliser Price,1995,1995,4,Granular Superphosphate (16% P),Euro per Tonne,249
AJA05,Fertiliser Price,1995,1995,6,Muriate of Potash (50% K),Euro per Tonne,206
AJA05,Fertiliser Price,1995,1995,7,Compound 0-10-20,Euro per Tonne,173
AJA05,Fertiliser Price,1995,1995,8,Compound 0-7-30,Euro per Tonne,173
AJA05,Fertiliser Price,1995,1995,9,Compound 7-6-17,Euro per Tonne,
AJA05,Fertiliser Price,1995,1995,10,Compound 10-10-20,Euro per Tonne,219
AJA05,Fertiliser Price,1995,1995,11,Compound 14-7-14,Euro per Tonne,210
AJA05,Fertiliser Price,1995,1995,12,Compound 18-6-12,Euro per Tonne,207
AJA05,Fertiliser Price,1995,1995,13,Compound 24-2.5-10,Euro per Tonne,202
AJA05,Fertiliser Price,1995,1995,14,Compound 27-2.5-5,Euro per Tonne,199
AJA05,Fertiliser Price,1995,1995,15,Sulphate of Potash (42% K),Euro per Tonne,
AJA05,Fertiliser Price,1995,1995,16,Compound 8-5-18,Euro per Tonne,
AJA05,Fertiliser Price,1995,1995,17,Compound 20-4-10,Euro per Tonne,
AJA05,Fertiliser Price,1995,1995,18,Sulphate of Ammonia (21%),Euro per Tonne,
AJA05,Fertiliser Price,1995,1995,19,Ammonium Sulphate Nitrate (26%),Euro per Tonne,
AJA05,Fertiliser Price,1995,1995,20,Compound 10-5-25,Euro per Tonne,
AJA05,Fertiliser Price,1995,1995,21,Compound 13-6-20,Euro per Tonne,
AJA05,Fertiliser Price,1995,1995,22,Compound 15-3-20,Euro per Tonne,
AJA05,Fertiliser Price,1995,1995,23,Compound 24-2.2-10,Euro per Tonne,
AJA05,Fertiliser Price,1995,1995,24,Compound 24-2.2-4.5,Euro per Tonne,
AJA05,Fertiliser Price,1995,1995,26,Compound 19-0-15,Euro per Tonne,
AJA05,Fertiliser Price,1995,1995,27,Compound 25-4-0,Euro per Tonne,
AJA05,Fertiliser Price,1996,1996,1,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,163
AJA05,Fertiliser Price,1996,1996,2,Urea (46% N),Euro per Tonne,217
AJA05,Fertiliser Price,1996,1996,4,Granular Superphosphate (16% P),Euro per Tonne,256
AJA05,Fertiliser Price,1996,1996,6,Muriate of Potash (50% K),Euro per Tonne,214
AJA05,Fertiliser Price,1996,1996,7,Compound 0-10-20,Euro per Tonne,181
AJA05,Fertiliser Price,1996,1996,8,Compound 0-7-30,Euro per Tonne,181
AJA05,Fertiliser Price,1996,1996,9,Compound 7-6-17,Euro per Tonne,
AJA05,Fertiliser Price,1996,1996,10,Compound 10-10-20,Euro per Tonne,229
AJA05,Fertiliser Price,1996,1996,11,Compound 14-7-14,Euro per Tonne,220
AJA05,Fertiliser Price,1996,1996,12,Compound 18-6-12,Euro per Tonne,216
AJA05,Fertiliser Price,1996,1996,13,Compound 24-2.5-10,Euro per Tonne,216
AJA05,Fertiliser Price,1996,1996,14,Compound 27-2.5-5,Euro per Tonne,211
AJA05,Fertiliser Price,1996,1996,15,Sulphate of Potash (42% K),Euro per Tonne,
AJA05,Fertiliser Price,1996,1996,16,Compound 8-5-18,Euro per Tonne,
AJA05,Fertiliser Price,1996,1996,17,Compound 20-4-10,Euro per Tonne,
AJA05,Fertiliser Price,1996,1996,18,Sulphate of Ammonia (21%),Euro per Tonne,
AJA05,Fertiliser Price,1996,1996,19,Ammonium Sulphate Nitrate (26%),Euro per Tonne,
AJA05,Fertiliser Price,1996,1996,20,Compound 10-5-25,Euro per Tonne,
AJA05,Fertiliser Price,1996,1996,21,Compound 13-6-20,Euro per Tonne,
AJA05,Fertiliser Price,1996,1996,22,Compound 15-3-20,Euro per Tonne,
AJA05,Fertiliser Price,1996,1996,23,Compound 24-2.2-10,Euro per Tonne,
AJA05,Fertiliser Price,1996,1996,24,Compound 24-2.2-4.5,Euro per Tonne,
AJA05,Fertiliser Price,1996,1996,26,Compound 19-0-15,Euro per Tonne,
AJA05,Fertiliser Price,1996,1996,27,Compound 25-4-0,Euro per Tonne,
AJA05,Fertiliser Price,1997,1997,1,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,150
AJA05,Fertiliser Price,1997,1997,2,Urea (46% N),Euro per Tonne,208
AJA05,Fertiliser Price,1997,1997,4,Granular Superphosphate (16% P),Euro per Tonne,253
AJA05,Fertiliser Price,1997,1997,6,Muriate of Potash (50% K),Euro per Tonne,211
AJA05,Fertiliser Price,1997,1997,7,Compound 0-10-20,Euro per Tonne,173
AJA05,Fertiliser Price,1997,1997,8,Compound 0-7-30,Euro per Tonne,173
AJA05,Fertiliser Price,1997,1997,9,Compound 7-6-17,Euro per Tonne,
AJA05,Fertiliser Price,1997,1997,10,Compound 10-10-20,Euro per Tonne,218
AJA05,Fertiliser Price,1997,1997,11,Compound 14-7-14,Euro per Tonne,211
AJA05,Fertiliser Price,1997,1997,12,Compound 18-6-12,Euro per Tonne,205
AJA05,Fertiliser Price,1997,1997,13,Compound 24-2.5-10,Euro per Tonne,205
AJA05,Fertiliser Price,1997,1997,14,Compound 27-2.5-5,Euro per Tonne,201
AJA05,Fertiliser Price,1997,1997,15,Sulphate of Potash (42% K),Euro per Tonne,
AJA05,Fertiliser Price,1997,1997,16,Compound 8-5-18,Euro per Tonne,
AJA05,Fertiliser Price,1997,1997,17,Compound 20-4-10,Euro per Tonne,
AJA05,Fertiliser Price,1997,1997,18,Sulphate of Ammonia (21%),Euro per Tonne,
AJA05,Fertiliser Price,1997,1997,19,Ammonium Sulphate Nitrate (26%),Euro per Tonne,
AJA05,Fertiliser Price,1997,1997,20,Compound 10-5-25,Euro per Tonne,
AJA05,Fertiliser Price,1997,1997,21,Compound 13-6-20,Euro per Tonne,
AJA05,Fertiliser Price,1997,1997,22,Compound 15-3-20,Euro per Tonne,
AJA05,Fertiliser Price,1997,1997,23,Compound 24-2.2-10,Euro per Tonne,
AJA05,Fertiliser Price,1997,1997,24,Compound 24-2.2-4.5,Euro per Tonne,
AJA05,Fertiliser Price,1997,1997,26,Compound 19-0-15,Euro per Tonne,
AJA05,Fertiliser Price,1997,1997,27,Compound 25-4-0,Euro per Tonne,
AJA05,Fertiliser Price,1998,1998,1,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,139
AJA05,Fertiliser Price,1998,1998,2,Urea (46% N),Euro per Tonne,193
AJA05,Fertiliser Price,1998,1998,4,Granular Superphosphate (16% P),Euro per Tonne,252
AJA05,Fertiliser Price,1998,1998,6,Muriate of Potash (50% K),Euro per Tonne,209
AJA05,Fertiliser Price,1998,1998,7,Compound 0-10-20,Euro per Tonne,170
AJA05,Fertiliser Price,1998,1998,8,Compound 0-7-30,Euro per Tonne,170
AJA05,Fertiliser Price,1998,1998,9,Compound 7-6-17,Euro per Tonne,
AJA05,Fertiliser Price,1998,1998,10,Compound 10-10-20,Euro per Tonne,213
AJA05,Fertiliser Price,1998,1998,11,Compound 14-7-14,Euro per Tonne,199
AJA05,Fertiliser Price,1998,1998,12,Compound 18-6-12,Euro per Tonne,197
AJA05,Fertiliser Price,1998,1998,13,Compound 24-2.5-10,Euro per Tonne,195
AJA05,Fertiliser Price,1998,1998,14,Compound 27-2.5-5,Euro per Tonne,191
AJA05,Fertiliser Price,1998,1998,15,Sulphate of Potash (42% K),Euro per Tonne,
AJA05,Fertiliser Price,1998,1998,16,Compound 8-5-18,Euro per Tonne,
AJA05,Fertiliser Price,1998,1998,17,Compound 20-4-10,Euro per Tonne,
AJA05,Fertiliser Price,1998,1998,18,Sulphate of Ammonia (21%),Euro per Tonne,
AJA05,Fertiliser Price,1998,1998,19,Ammonium Sulphate Nitrate (26%),Euro per Tonne,
AJA05,Fertiliser Price,1998,1998,20,Compound 10-5-25,Euro per Tonne,
AJA05,Fertiliser Price,1998,1998,21,Compound 13-6-20,Euro per Tonne,
AJA05,Fertiliser Price,1998,1998,22,Compound 15-3-20,Euro per Tonne,
AJA05,Fertiliser Price,1998,1998,23,Compound 24-2.2-10,Euro per Tonne,
AJA05,Fertiliser Price,1998,1998,24,Compound 24-2.2-4.5,Euro per Tonne,
AJA05,Fertiliser Price,1998,1998,26,Compound 19-0-15,Euro per Tonne,
AJA05,Fertiliser Price,1998,1998,27,Compound 25-4-0,Euro per Tonne,
AJA05,Fertiliser Price,1999,1999,1,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,143
AJA05,Fertiliser Price,1999,1999,2,Urea (46% N),Euro per Tonne,189
AJA05,Fertiliser Price,1999,1999,4,Granular Superphosphate (16% P),Euro per Tonne,261
AJA05,Fertiliser Price,1999,1999,6,Muriate of Potash (50% K),Euro per Tonne,209
AJA05,Fertiliser Price,1999,1999,7,Compound 0-10-20,Euro per Tonne,187
AJA05,Fertiliser Price,1999,1999,8,Compound 0-7-30,Euro per Tonne,186
AJA05,Fertiliser Price,1999,1999,9,Compound 7-6-17,Euro per Tonne,
AJA05,Fertiliser Price,1999,1999,10,Compound 10-10-20,Euro per Tonne,216
AJA05,Fertiliser Price,1999,1999,11,Compound 14-7-14,Euro per Tonne,200
AJA05,Fertiliser Price,1999,1999,12,Compound 18-6-12,Euro per Tonne,198
AJA05,Fertiliser Price,1999,1999,13,Compound 24-2.5-10,Euro per Tonne,198
AJA05,Fertiliser Price,1999,1999,14,Compound 27-2.5-5,Euro per Tonne,193
AJA05,Fertiliser Price,1999,1999,15,Sulphate of Potash (42% K),Euro per Tonne,
AJA05,Fertiliser Price,1999,1999,16,Compound 8-5-18,Euro per Tonne,
AJA05,Fertiliser Price,1999,1999,17,Compound 20-4-10,Euro per Tonne,
AJA05,Fertiliser Price,1999,1999,18,Sulphate of Ammonia (21%),Euro per Tonne,
AJA05,Fertiliser Price,1999,1999,19,Ammonium Sulphate Nitrate (26%),Euro per Tonne,
AJA05,Fertiliser Price,1999,1999,20,Compound 10-5-25,Euro per Tonne,
AJA05,Fertiliser Price,1999,1999,21,Compound 13-6-20,Euro per Tonne,
AJA05,Fertiliser Price,1999,1999,22,Compound 15-3-20,Euro per Tonne,
AJA05,Fertiliser Price,1999,1999,23,Compound 24-2.2-10,Euro per Tonne,
AJA05,Fertiliser Price,1999,1999,24,Compound 24-2.2-4.5,Euro per Tonne,
AJA05,Fertiliser Price,1999,1999,26,Compound 19-0-15,Euro per Tonne,
AJA05,Fertiliser Price,1999,1999,27,Compound 25-4-0,Euro per Tonne,
AJA05,Fertiliser Price,2000,2000,1,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,164
AJA05,Fertiliser Price,2000,2000,2,Urea (46% N),Euro per Tonne,201
AJA05,Fertiliser Price,2000,2000,4,Granular Superphosphate (16% P),Euro per Tonne,268
AJA05,Fertiliser Price,2000,2000,6,Muriate of Potash (50% K),Euro per Tonne,217
AJA05,Fertiliser Price,2000,2000,7,Compound 0-10-20,Euro per Tonne,192
AJA05,Fertiliser Price,2000,2000,8,Compound 0-7-30,Euro per Tonne,192
AJA05,Fertiliser Price,2000,2000,9,Compound 7-6-17,Euro per Tonne,
AJA05,Fertiliser Price,2000,2000,10,Compound 10-10-20,Euro per Tonne,223
AJA05,Fertiliser Price,2000,2000,11,Compound 14-7-14,Euro per Tonne,207
AJA05,Fertiliser Price,2000,2000,12,Compound 18-6-12,Euro per Tonne,205
AJA05,Fertiliser Price,2000,2000,13,Compound 24-2.5-10,Euro per Tonne,206
AJA05,Fertiliser Price,2000,2000,14,Compound 27-2.5-5,Euro per Tonne,203
AJA05,Fertiliser Price,2000,2000,15,Sulphate of Potash (42% K),Euro per Tonne,
AJA05,Fertiliser Price,2000,2000,16,Compound 8-5-18,Euro per Tonne,
AJA05,Fertiliser Price,2000,2000,17,Compound 20-4-10,Euro per Tonne,
AJA05,Fertiliser Price,2000,2000,18,Sulphate of Ammonia (21%),Euro per Tonne,
AJA05,Fertiliser Price,2000,2000,19,Ammonium Sulphate Nitrate (26%),Euro per Tonne,
AJA05,Fertiliser Price,2000,2000,20,Compound 10-5-25,Euro per Tonne,
AJA05,Fertiliser Price,2000,2000,21,Compound 13-6-20,Euro per Tonne,
AJA05,Fertiliser Price,2000,2000,22,Compound 15-3-20,Euro per Tonne,
AJA05,Fertiliser Price,2000,2000,23,Compound 24-2.2-10,Euro per Tonne,
AJA05,Fertiliser Price,2000,2000,24,Compound 24-2.2-4.5,Euro per Tonne,
AJA05,Fertiliser Price,2000,2000,26,Compound 19-0-15,Euro per Tonne,
AJA05,Fertiliser Price,2000,2000,27,Compound 25-4-0,Euro per Tonne,
AJA05,Fertiliser Price,2001,2001,1,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,193
AJA05,Fertiliser Price,2001,2001,2,Urea (46% N),Euro per Tonne,241
AJA05,Fertiliser Price,2001,2001,4,Granular Superphosphate (16% P),Euro per Tonne,272
AJA05,Fertiliser Price,2001,2001,6,Muriate of Potash (50% K),Euro per Tonne,225
AJA05,Fertiliser Price,2001,2001,7,Compound 0-10-20,Euro per Tonne,204
AJA05,Fertiliser Price,2001,2001,8,Compound 0-7-30,Euro per Tonne,204
AJA05,Fertiliser Price,2001,2001,9,Compound 7-6-17,Euro per Tonne,
