STATISTIC,STATISTIC Label,TLIST(A1),Year,C02069V02500,Type of Fertiliser,UNIT,VALUE
AJA05,Fertiliser Price,2011,2011,23,Compound 24-2.2-10,Euro per Tonne,
AJA05,Fertiliser Price,2011,2011,24,Compound 24-2.2-4.5,Euro per Tonne,
AJA05,Fertiliser Price,2011,2011,26,Compound 19-0-15,Euro per Tonne,
AJA05,Fertiliser Price,2011,2011,27,Compound 25-4-0,Euro per Tonne,418.96
AJA05,Fertiliser Price,2012,2012,1,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,331.27
AJA05,Fertiliser Price,2012,2012,2,Urea (46% N),Euro per Tonne,435.69
AJA05,Fertiliser Price,2012,2012,4,Granular Superphosphate (16% P),Euro per Tonne,460.89
AJA05,Fertiliser Price,2012,2012,6,Muriate of Potash (50% K),Euro per Tonne,459.9
AJA05,Fertiliser Price,2012,2012,7,Compound 0-10-20,Euro per Tonne,453.11
AJA05,Fertiliser Price,2012,2012,8,Compound 0-7-30,Euro per Tonne,453.65
AJA05,Fertiliser Price,2012,2012,9,Compound 7-6-17,Euro per Tonne,505.23
AJA05,Fertiliser Price,2012,2012,10,Compound 10-10-20,Euro per Tonne,490.48
AJA05,Fertiliser Price,2012,2012,11,Compound 14-7-14,Euro per Tonne,458.48
AJA05,Fertiliser Price,2012,2012,12,Compound 18-6-12,Euro per Tonne,444.25
AJA05,Fertiliser Price,2012,2012,13,Compound 24-2.5-10,Euro per Tonne,438.42
AJA05,Fertiliser Price,2012,2012,14,Compound 27-2.5-5,Euro per Tonne,433.08
AJA05,Fertiliser Price,2012,2012,15,Sulphate of Potash (42% K),Euro per Tonne,
AJA05,Fertiliser Price,2012,2012,16,Compound 8-5-18,Euro per Tonne,450.6
AJA05,Fertiliser Price,2012,2012,17,Compound 20-4-10,Euro per Tonne,435.31
AJA05,Fertiliser Price,2012,2012,18,Sulphate of Ammonia (21%),Euro per Tonne,
AJA05,Fertiliser Price,2012,2012,19,Ammonium Sulphate Nitrate (26%),Euro per Tonne,
AJA05,Fertiliser Price,2012,2012,20,Compound 10-5-25,Euro per Tonne,
AJA05,Fertiliser Price,2012,2012,21,Compound 13-6-20,Euro per Tonne,
AJA05,Fertiliser Price,2012,2012,22,Compound 15-3-20,Euro per Tonne,
AJA05,Fertiliser Price,2012,2012,23,Compound 24-2.2-10,Euro per Tonne,
AJA05,Fertiliser Price,2012,2012,24,Compound 24-2.2-4.5,Euro per Tonne,387.29
AJA05,Fertiliser Price,2012,2012,26,Compound 19-0-15,Euro per Tonne,413.91
AJA05,Fertiliser Price,2012,2012,27,Compound 25-4-0,Euro per Tonne,436.67
AJA05,Fertiliser Price,2013,2013,1,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,328.6
AJA05,Fertiliser Price,2013,2013,2,Urea (46% N),Euro per Tonne,440.27
AJA05,Fertiliser Price,2013,2013,4,Granular Superphosphate (16% P),Euro per Tonne,457.47
AJA05,Fertiliser Price,2013,2013,6,Muriate of Potash (50% K),Euro per Tonne,454.42
AJA05,Fertiliser Price,2013,2013,7,Compound 0-10-20,Euro per Tonne,447.42
AJA05,Fertiliser Price,2013,2013,8,Compound 0-7-30,Euro per Tonne,450.94
AJA05,Fertiliser Price,2013,2013,9,Compound 7-6-17,Euro per Tonne,493.53
AJA05,Fertiliser Price,2013,2013,10,Compound 10-10-20,Euro per Tonne,479.61
AJA05,Fertiliser Price,2013,2013,11,Compound 14-7-14,Euro per Tonne,440.46
AJA05,Fertiliser Price,2013,2013,12,Compound 18-6-12,Euro per Tonne,439.13
AJA05,Fertiliser Price,2013,2013,13,Compound 24-2.5-10,Euro per Tonne,442.56
AJA05,Fertiliser Price,2013,2013,14,Compound 27-2.5-5,Euro per Tonne,434.21
AJA05,Fertiliser Price,2013,2013,15,Sulphate of Potash (42% K),Euro per Tonne,541
AJA05,Fertiliser Price,2013,2013,16,Compound 8-5-18,Euro per Tonne,444.39
AJA05,Fertiliser Price,2013,2013,17,Compound 20-4-10,Euro per Tonne,420.71
AJA05,Fertiliser Price,2013,2013,18,Sulphate of Ammonia (21%),Euro per Tonne,344.81
AJA05,Fertiliser Price,2013,2013,19,Ammonium Sulphate Nitrate (26%),Euro per Tonne,347.8
AJA05,Fertiliser Price,2013,2013,20,Compound 10-5-25,Euro per Tonne,
AJA05,Fertiliser Price,2013,2013,21,Compound 13-6-20,Euro per Tonne,440.06
AJA05,Fertiliser Price,2013,2013,22,Compound 15-3-20,Euro per Tonne,
AJA05,Fertiliser Price,2013,2013,23,Compound 24-2.2-10,Euro per Tonne,
AJA05,Fertiliser Price,2013,2013,24,Compound 24-2.2-4.5,Euro per Tonne,392.68
AJA05,Fertiliser Price,2013,2013,26,Compound 19-0-15,Euro per Tonne,404.18
AJA05,Fertiliser Price,2013,2013,27,Compound 25-4-0,Euro per Tonne,415.68
AJA05,Fertiliser Price,2014,2014,1,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,322.2
AJA05,Fertiliser Price,2014,2014,2,Urea (46% N),Euro per Tonne,395.47
AJA05,Fertiliser Price,2014,2014,4,Granular Superphosphate (16% P),Euro per Tonne,416.85
AJA05,Fertiliser Price,2014,2014,6,Muriate of Potash (50% K),Euro per Tonne,415.09
AJA05,Fertiliser Price,2014,2014,7,Compound 0-10-20,Euro per Tonne,412.81
AJA05,Fertiliser Price,2014,2014,8,Compound 0-7-30,Euro per Tonne,415.6
AJA05,Fertiliser Price,2014,2014,9,Compound 7-6-17,Euro per Tonne,471.76
AJA05,Fertiliser Price,2014,2014,10,Compound 10-10-20,Euro per Tonne,446.14
AJA05,Fertiliser Price,2014,2014,11,Compound 14-7-14,Euro per Tonne,420.54
AJA05,Fertiliser Price,2014,2014,12,Compound 18-6-12,Euro per Tonne,414.75
AJA05,Fertiliser Price,2014,2014,13,Compound 24-2.5-10,Euro per Tonne,432.02
AJA05,Fertiliser Price,2014,2014,14,Compound 27-2.5-5,Euro per Tonne,423.82
AJA05,Fertiliser Price,2014,2014,15,Sulphate of Potash (42% K),Euro per Tonne,539.21
AJA05,Fertiliser Price,2014,2014,16,Compound 8-5-18,Euro per Tonne,426.26
AJA05,Fertiliser Price,2014,2014,17,Compound 20-4-10,Euro per Tonne,404.5
AJA05,Fertiliser Price,2014,2014,18,Sulphate of Ammonia (21%),Euro per Tonne,336.93
AJA05,Fertiliser Price,2014,2014,19,Ammonium Sulphate Nitrate (26%),Euro per Tonne,350.84
AJA05,Fertiliser Price,2014,2014,20,Compound 10-5-25,Euro per Tonne,415
AJA05,Fertiliser Price,2014,2014,21,Compound 13-6-20,Euro per Tonne,427.7
AJA05,Fertiliser Price,2014,2014,22,Compound 15-3-20,Euro per Tonne,407.25
AJA05,Fertiliser Price,2014,2014,23,Compound 24-2.2-10,Euro per Tonne,403.5
AJA05,Fertiliser Price,2014,2014,24,Compound 24-2.2-4.5,Euro per Tonne,390.08
AJA05,Fertiliser Price,2014,2014,26,Compound 19-0-15,Euro per Tonne,395.92
AJA05,Fertiliser Price,2014,2014,27,Compound 25-4-0,Euro per Tonne,407.44
AJA05,Fertiliser Price,2015,2015,1,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,320.33
AJA05,Fertiliser Price,2015,2015,2,Urea (46% N),Euro per Tonne,410.17
AJA05,Fertiliser Price,2015,2015,4,Granular Superphosphate (16% P),Euro per Tonne,418.7
AJA05,Fertiliser Price,2015,2015,6,Muriate of Potash (50% K),Euro per Tonne,418.06
AJA05,Fertiliser Price,2015,2015,7,Compound 0-10-20,Euro per Tonne,408.49
AJA05,Fertiliser Price,2015,2015,8,Compound 0-7-30,Euro per Tonne,413.07
AJA05,Fertiliser Price,2015,2015,9,Compound 7-6-17,Euro per Tonne,489.65
AJA05,Fertiliser Price,2015,2015,10,Compound 10-10-20,Euro per Tonne,450.93
AJA05,Fertiliser Price,2015,2015,11,Compound 14-7-14,Euro per Tonne,431.17
AJA05,Fertiliser Price,2015,2015,12,Compound 18-6-12,Euro per Tonne,417.42
AJA05,Fertiliser Price,2015,2015,13,Compound 24-2.5-10,Euro per Tonne,433.24
AJA05,Fertiliser Price,2015,2015,14,Compound 27-2.5-5,Euro per Tonne,424.1
AJA05,Fertiliser Price,2015,2015,15,Sulphate of Potash (42% K),Euro per Tonne,571
AJA05,Fertiliser Price,2015,2015,16,Compound 8-5-18,Euro per Tonne,426.72
AJA05,Fertiliser Price,2015,2015,17,Compound 20-4-10,Euro per Tonne,421.25
AJA05,Fertiliser Price,2015,2015,18,Sulphate of Ammonia (21%),Euro per Tonne,336.1
AJA05,Fertiliser Price,2015,2015,19,Ammonium Sulphate Nitrate (26%),Euro per Tonne,354.64
AJA05,Fertiliser Price,2015,2015,20,Compound 10-5-25,Euro per Tonne,424.79
AJA05,Fertiliser Price,2015,2015,21,Compound 13-6-20,Euro per Tonne,422.25
AJA05,Fertiliser Price,2015,2015,22,Compound 15-3-20,Euro per Tonne,414.13
AJA05,Fertiliser Price,2015,2015,23,Compound 24-2.2-10,Euro per Tonne,389
AJA05,Fertiliser Price,2015,2015,24,Compound 24-2.2-4.5,Euro per Tonne,390.16
AJA05,Fertiliser Price,2015,2015,26,Compound 19-0-15,Euro per Tonne,400.47
AJA05,Fertiliser Price,2015,2015,27,Compound 25-4-0,Euro per Tonne,406.79
AJA05,Fertiliser Price,2016,2016,1,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,257.45
AJA05,Fertiliser Price,2016,2016,2,Urea (46% N),Euro per Tonne,351.43
AJA05,Fertiliser Price,2016,2016,4,Granular Superphosphate (16% P),Euro per Tonne,390.27
AJA05,Fertiliser Price,2016,2016,6,Muriate of Potash (50% K),Euro per Tonne,389.87
AJA05,Fertiliser Price,2016,2016,7,Compound 0-10-20,Euro per Tonne,386.88
AJA05,Fertiliser Price,2016,2016,8,Compound 0-7-30,Euro per Tonne,391
AJA05,Fertiliser Price,2016,2016,9,Compound 7-6-17,Euro per Tonne,471.78
AJA05,Fertiliser Price,2016,2016,10,Compound 10-10-20,Euro per Tonne,402.12
AJA05,Fertiliser Price,2016,2016,11,Compound 14-7-14,Euro per Tonne,377.16
AJA05,Fertiliser Price,2016,2016,12,Compound 18-6-12,Euro per Tonne,365.66
AJA05,Fertiliser Price,2016,2016,13,Compound 24-2.5-10,Euro per Tonne,370.88
AJA05,Fertiliser Price,2016,2016,14,Compound 27-2.5-5,Euro per Tonne,362.36
AJA05,Fertiliser Price,2016,2016,15,Sulphate of Potash (42% K),Euro per Tonne,616.71
AJA05,Fertiliser Price,2016,2016,16,Compound 8-5-18,Euro per Tonne,390.07
AJA05,Fertiliser Price,2016,2016,17,Compound 20-4-10,Euro per Tonne,353.93
AJA05,Fertiliser Price,2016,2016,18,Sulphate of Ammonia (21%),Euro per Tonne,280.3
AJA05,Fertiliser Price,2016,2016,19,Ammonium Sulphate Nitrate (26%),Euro per Tonne,296.24
AJA05,Fertiliser Price,2016,2016,20,Compound 10-5-25,Euro per Tonne,394.08
AJA05,Fertiliser Price,2016,2016,21,Compound 13-6-20,Euro per Tonne,391.98
AJA05,Fertiliser Price,2016,2016,22,Compound 15-3-20,Euro per Tonne,381.95
AJA05,Fertiliser Price,2016,2016,23,Compound 24-2.2-10,Euro per Tonne,374.17
AJA05,Fertiliser Price,2016,2016,24,Compound 24-2.2-4.5,Euro per Tonne,331.73
AJA05,Fertiliser Price,2016,2016,26,Compound 19-0-15,Euro per Tonne,349.48
AJA05,Fertiliser Price,2016,2016,27,Compound 25-4-0,Euro per Tonne,350.48
AJA05,Fertiliser Price,2017,2017,1,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,239.52
AJA05,Fertiliser Price,2017,2017,2,Urea (46% N),Euro per Tonne,348.35
AJA05,Fertiliser Price,2017,2017,4,Granular Superphosphate (16% P),Euro per Tonne,376.5
AJA05,Fertiliser Price,2017,2017,6,Muriate of Potash (50% K),Euro per Tonne,365.37
AJA05,Fertiliser Price,2017,2017,7,Compound 0-10-20,Euro per Tonne,359.41
AJA05,Fertiliser Price,2017,2017,8,Compound 0-7-30,Euro per Tonne,361.93
AJA05,Fertiliser Price,2017,2017,9,Compound 7-6-17,Euro per Tonne,449.2
AJA05,Fertiliser Price,2017,2017,10,Compound 10-10-20,Euro per Tonne,381.13
AJA05,Fertiliser Price,2017,2017,11,Compound 14-7-14,Euro per Tonne,356.08
AJA05,Fertiliser Price,2017,2017,12,Compound 18-6-12,Euro per Tonne,342.17
AJA05,Fertiliser Price,2017,2017,13,Compound 24-2.5-10,Euro per Tonne,350.02
AJA05,Fertiliser Price,2017,2017,14,Compound 27-2.5-5,Euro per Tonne,341.15
AJA05,Fertiliser Price,2017,2017,15,Sulphate of Potash (42% K),Euro per Tonne,
AJA05,Fertiliser Price,2017,2017,16,Compound 8-5-18,Euro per Tonne,361.73
AJA05,Fertiliser Price,2017,2017,17,Compound 20-4-10,Euro per Tonne,332.01
AJA05,Fertiliser Price,2017,2017,18,Sulphate of Ammonia (21%),Euro per Tonne,270.66
AJA05,Fertiliser Price,2017,2017,19,Ammonium Sulphate Nitrate (26%),Euro per Tonne,273.88
AJA05,Fertiliser Price,2017,2017,20,Compound 10-5-25,Euro per Tonne,359.07
AJA05,Fertiliser Price,2017,2017,21,Compound 13-6-20,Euro per Tonne,369.54
AJA05,Fertiliser Price,2017,2017,22,Compound 15-3-20,Euro per Tonne,345.73
AJA05,Fertiliser Price,2017,2017,23,Compound 24-2.2-10,Euro per Tonne,
AJA05,Fertiliser Price,2017,2017,24,Compound 24-2.2-4.5,Euro per Tonne,305.48
AJA05,Fertiliser Price,2017,2017,26,Compound 19-0-15,Euro per Tonne,311.88
AJA05,Fertiliser Price,2017,2017,27,Compound 25-4-0,Euro per Tonne,326.71
AJA05,Fertiliser Price,2018,2018,1,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,265.43
AJA05,Fertiliser Price,2018,2018,2,Urea (46% N),Euro per Tonne,355
AJA05,Fertiliser Price,2018,2018,4,Granular Superphosphate (16% P),Euro per Tonne,
AJA05,Fertiliser Price,2018,2018,6,Muriate of Potash (50% K),Euro per Tonne,366.25
AJA05,Fertiliser Price,2018,2018,7,Compound 0-10-20,Euro per Tonne,362.29
AJA05,Fertiliser Price,2018,2018,8,Compound 0-7-30,Euro per Tonne,365.71
AJA05,Fertiliser Price,2018,2018,9,Compound 7-6-17,Euro per Tonne,452.99
AJA05,Fertiliser Price,2018,2018,10,Compound 10-10-20,Euro per Tonne,393.73
AJA05,Fertiliser Price,2018,2018,11,Compound 14-7-14,Euro per Tonne,371.04
AJA05,Fertiliser Price,2018,2018,12,Compound 18-6-12,Euro per Tonne,362.26
AJA05,Fertiliser Price,2018,2018,13,Compound 24-2.5-10,Euro per Tonne,375.04
AJA05,Fertiliser Price,2018,2018,14,Compound 27-2.5-5,Euro per Tonne,366.17
AJA05,Fertiliser Price,2018,2018,15,Sulphate of Potash (42% K),Euro per Tonne,566.78
AJA05,Fertiliser Price,2018,2018,16,Compound 8-5-18,Euro per Tonne,382.83
AJA05,Fertiliser Price,2018,2018,17,Compound 20-4-10,Euro per Tonne,352.66
AJA05,Fertiliser Price,2018,2018,18,Sulphate of Ammonia (21%),Euro per Tonne,284.23
AJA05,Fertiliser Price,2018,2018,19,Ammonium Sulphate Nitrate (26%),Euro per Tonne,
AJA05,Fertiliser Price,2018,2018,20,Compound 10-5-25,Euro per Tonne,379.82
AJA05,Fertiliser Price,2018,2018,21,Compound 13-6-20,Euro per Tonne,
AJA05,Fertiliser Price,2018,2018,22,Compound 15-3-20,Euro per Tonne,359.18
AJA05,Fertiliser Price,2018,2018,23,Compound 24-2.2-10,Euro per Tonne,
AJA05,Fertiliser Price,2018,2018,24,Compound 24-2.2-4.5,Euro per Tonne,324.13
AJA05,Fertiliser Price,2018,2018,26,Compound 19-0-15,Euro per Tonne,335.99
AJA05,Fertiliser Price,2018,2018,27,Compound 25-4-0,Euro per Tonne,339.57
AJA05,Fertiliser Price,2019,2019,1,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,280.11
AJA05,Fertiliser Price,2019,2019,2,Urea (46% N),Euro per Tonne,372.32
AJA05,Fertiliser Price,2019,2019,4,Granular Superphosphate (16% P),Euro per Tonne,398.63
AJA05,Fertiliser Price,2019,2019,6,Muriate of Potash (50% K),Euro per Tonne,388.32
AJA05,Fertiliser Price,2019,2019,7,Compound 0-10-20,Euro per Tonne,383.91
AJA05,Fertiliser Price,2019,2019,8,Compound 0-7-30,Euro per Tonne,386.91
AJA05,Fertiliser Price,2019,2019,9,Compound 7-6-17,Euro per Tonne,472.06
AJA05,Fertiliser Price,2019,2019,10,Compound 10-10-20,Euro per Tonne,415.14
AJA05,Fertiliser Price,2019,2019,11,Compound 14-7-14,Euro per Tonne,393.05
AJA05,Fertiliser Price,2019,2019,12,Compound 18-6-12,Euro per Tonne,381.47
AJA05,Fertiliser Price,2019,2019,13,Compound 24-2.5-10,Euro per Tonne,392.13
AJA05,Fertiliser Price,2019,2019,14,Compound 27-2.5-5,Euro per Tonne,383.22
AJA05,Fertiliser Price,2019,2019,15,Sulphate of Potash (42% K),Euro per Tonne,573.25
AJA05,Fertiliser Price,2019,2019,16,Compound 8-5-18,Euro per Tonne,400.5
AJA05,Fertiliser Price,2019,2019,17,Compound 20-4-10,Euro per Tonne,371.65
AJA05,Fertiliser Price,2019,2019,18,Sulphate of Ammonia (21%),Euro per Tonne,297.5
AJA05,Fertiliser Price,2019,2019,19,Ammonium Sulphate Nitrate (26%),Euro per Tonne,311.75
AJA05,Fertiliser Price,2019,2019,20,Compound 10-5-25,Euro per Tonne,392.95
AJA05,Fertiliser Price,2019,2019,21,Compound 13-6-20,Euro per Tonne,401.46
AJA05,Fertiliser Price,2019,2019,22,Compound 15-3-20,Euro per Tonne,381.37
AJA05,Fertiliser Price,2019,2019,23,Compound 24-2.2-10,Euro per Tonne,
AJA05,Fertiliser Price,2019,2019,24,Compound 24-2.2-4.5,Euro per Tonne,347.57
AJA05,Fertiliser Price,2019,2019,26,Compound 19-0-15,Euro per Tonne,356.36
AJA05,Fertiliser Price,2019,2019,27,Compound 25-4-0,Euro per Tonne,360.19
AJA05,Fertiliser Price,2020,2020,1,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,240.17
AJA05,Fertiliser Price,2020,2020,2,Urea (46% N),Euro per Tonne,335.94
AJA05,Fertiliser Price,2020,2020,4,Granular Superphosphate (16% P),Euro per Tonne,366.56
AJA05,Fertiliser Price,2020,2020,6,Muriate of Potash (50% K),Euro per Tonne,363.3
AJA05,Fertiliser Price,2020,2020,7,Compound 0-10-20,Euro per Tonne,369.33
AJA05,Fertiliser Price,2020,2020,8,Compound 0-7-30,Euro per Tonne,371.53
AJA05,Fertiliser Price,2020,2020,9,Compound 7-6-17,Euro per Tonne,451.82
AJA05,Fertiliser Price,2020,2020,10,Compound 10-10-20,Euro per Tonne,372.72
AJA05,Fertiliser Price,2020,2020,11,Compound 14-7-14,Euro per Tonne,361.87
AJA05,Fertiliser Price,2020,2020,12,Compound 18-6-12,Euro per Tonne,344.27
AJA05,Fertiliser Price,2020,2020,13,Compound 24-2.5-10,Euro per Tonne,350.04
AJA05,Fertiliser Price,2020,2020,14,Compound 27-2.5-5,Euro per Tonne,340.85
AJA05,Fertiliser Price,2020,2020,15,Sulphate of Potash (42% K),Euro per Tonne,
AJA05,Fertiliser Price,2020,2020,16,Compound 8-5-18,Euro per Tonne,
AJA05,Fertiliser Price,2020,2020,17,Compound 20-4-10,Euro per Tonne,342.69
AJA05,Fertiliser Price,2020,2020,18,Sulphate of Ammonia (21%),Euro per Tonne,
AJA05,Fertiliser Price,2020,2020,19,Ammonium Sulphate Nitrate (26%),Euro per Tonne,285.38
AJA05,Fertiliser Price,2020,2020,20,Compound 10-5-25,Euro per Tonne,357.24
AJA05,Fertiliser Price,2020,2020,21,Compound 13-6-20,Euro per Tonne,354.91
AJA05,Fertiliser Price,2020,2020,22,Compound 15-3-20,Euro per Tonne,358.08
AJA05,Fertiliser Price,2020,2020,23,Compound 24-2.2-10,Euro per Tonne,
AJA05,Fertiliser Price,2020,2020,24,Compound 24-2.2-4.5,Euro per Tonne,306.82
AJA05,Fertiliser Price,2020,2020,26,Compound 19-0-15,Euro per Tonne,323.18
AJA05,Fertiliser Price,2020,2020,27,Compound 25-4-0,Euro per Tonne,323.71
AJA05,Fertiliser Price,2021,2021,1,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,319.31
AJA05,Fertiliser Price,2021,2021,2,Urea (46% N),Euro per Tonne,442.36
AJA05,Fertiliser Price,2021,2021,4,Granular Superphosphate (16% P),Euro per Tonne,390.44
AJA05,Fertiliser Price,2021,2021,6,Muriate of Potash (50% K),Euro per Tonne,424.66
AJA05,Fertiliser Price,2021,2021,7,Compound 0-10-20,Euro per Tonne,427.25
AJA05,Fertiliser Price,2021,2021,8,Compound 0-7-30,Euro per Tonne,429.28
AJA05,Fertiliser Price,2021,2021,9,Compound 7-6-17,Euro per Tonne,528.29
AJA05,Fertiliser Price,2021,2021,10,Compound 10-10-20,Euro per Tonne,456.68
AJA05,Fertiliser Price,2021,2021,11,Compound 14-7-14,Euro per Tonne,468.15
AJA05,Fertiliser Price,2021,2021,12,Compound 18-6-12,Euro per Tonne,423.77
AJA05,Fertiliser Price,2021,2021,13,Compound 24-2.5-10,Euro per Tonne,425.58
AJA05,Fertiliser Price,2021,2021,14,Compound 27-2.5-5,Euro per Tonne,418.92
AJA05,Fertiliser Price,2021,2021,15,Sulphate of Potash (42% K),Euro per Tonne,600
AJA05,Fertiliser Price,2021,2021,16,Compound 8-5-18,Euro per Tonne,418.33
AJA05,Fertiliser Price,2021,2021,17,Compound 20-4-10,Euro per Tonne,430.45
AJA05,Fertiliser Price,2021,2021,18,Sulphate of Ammonia (21%),Euro per Tonne,350
AJA05,Fertiliser Price,2021,2021,19,Ammonium Sulphate Nitrate (26%),Euro per Tonne,352.5
AJA05,Fertiliser Price,2021,2021,20,Compound 10-5-25,Euro per Tonne,466.77
AJA05,Fertiliser Price,2021,2021,21,Compound 13-6-20,Euro per Tonne,475.47
AJA05,Fertiliser Price,2021,2021,22,Compound 15-3-20,Euro per Tonne,374.92
AJA05,Fertiliser Price,2021,2021,23,Compound 24-2.2-10,Euro per Tonne,
AJA05,Fertiliser Price,2021,2021,24,Compound 24-2.2-4.5,Euro per Tonne,373.15
AJA05,Fertiliser Price,2021,2021,26,Compound 19-0-15,Euro per Tonne,401.61
AJA05,Fertiliser Price,2021,2021,27,Compound 25-4-0,Euro per Tonne,343.37
