"Year","Continent ID","Continent","Country ID","Country","Trade Value","share"
2020,"as","Asia","asare","United Arab Emirates",18323465,0.0021505881526179002
2020,"as","Asia","asind","India",100334541,0.011776062833801084
2020,"as","Asia","asnpl","Nepal",208839,0.00002451101247523706
2020,"eu","Europe","eubel","Belgium",630501236,0.07400065917404501
2020,"eu","Europe","eublr","Belarus",321086058,0.037685223417382244
2020,"eu","Europe","eucze","Czechia",12589732,0.0014776314678383406
2020,"eu","Europe","eudeu","Germany",653289406,0.07667526075305
2020,"eu","Europe","eudnk","Denmark",270503013,0.03174839338548936
2020,"eu","Europe","euesp","Spain",90434933,0.010614165797385678
2020,"eu","Europe","eufin","Finland",145559332,0.017084005394295
2020,"eu","Europe","eufra","France",520607490,0.06110265171779147
2020,"eu","Europe","eugbr","United Kingdom",242588611,0.028472136289540893
2020,"eu","Europe","euirl","Ireland",1239500300,0.14547765176217126
2020,"eu","Europe","euita","Italy",75802307,0.008896763978609118
2020,"eu","Europe","eultu","Lithuania",37211339,0.00436741985189201
2020,"eu","Europe","eunld","Netherlands",1291142834,0.15153883188239234
2020,"eu","Europe","eupol","Poland",225261801,0.026438523525325098
2020,"eu","Europe","euprt","Portugal",55234217,0.006482728714210234
2020,"eu","Europe","euswe","Sweden",10340087,0.001213595168776122
2020,"eu","Europe","euukr","Ukraine",42433159,0.004980294339719677
2020,"na","North America","nacan","Canada",15177443,0.0017813458918841758
2020,"na","North America","nausa","United States",101951333,0.011965822451889005
2020,"oc","Oceania","ocaus","Australia",71581462,0.008401371908875773
2020,"oc","Oceania","ocnzl","New Zealand",1887193967,0.2214961519080685
2020,"sa","South America","saarg","Argentina",84170869,0.009878965232119214
2020,"sa","South America","saury","Uruguay",44127280,0.005179129906666278
2019,"as","Asia","asare","United Arab Emirates",74843366,0.00771162857457344
2019,"as","Asia","asind","India",189699978,0.019546098059522777
2019,"as","Asia","asnpl","Nepal",301655.00000000006,0.00003108159669973891
2019,"eu","Europe","eubel","Belgium",726203581,0.07482576727237465
2019,"eu","Europe","eublr","Belarus",377444967.00000006,0.03889076010886696
2019,"eu","Europe","eucze","Czechia",12954504,0.0013347919602630636
2019,"eu","Europe","eudeu","Germany",769976807,0.07933602487386816
2019,"eu","Europe","eudnk","Denmark",293788103,0.03027101600380353
2019,"eu","Europe","euesp","Spain",99621580,0.010264698984438433
2019,"eu","Europe","eufin","Finland",160199551,0.016506465451132102
2019,"eu","Europe","eufra","France",559208177,0.05761907818106848
2019,"eu","Europe","eugbr","United Kingdom",323434813,0.03332572115934253
2019,"eu","Europe","euirl","Ireland",1189149798,0.12252631130600185
2019,"eu","Europe","euita","Italy",70639175,0.007278441758141848
2019,"eu","Europe","eultu","Lithuania",20511293,0.0021134200885653404
2019,"eu","Europe","eunld","Netherlands",1409844428,0.14526600228893963
2019,"eu","Europe","eupol","Poland",260482503,0.02683931015757912
2019,"eu","Europe","euprt","Portugal",58866798,0.006065452501834867
2019,"eu","Europe","euswe","Sweden",11359856,0.0011704843704202126
2019,"eu","Europe","euukr","Ukraine",77770820,0.008013264365742283
2019,"na","North America","nacan","Canada",9121584,0.0009398597575070568
2019,"na","North America","nausa","United States",115939878,0.011946085857727972
2019,"oc","Oceania","ocaus","Australia",89642417,0.009236476943474561
2019,"oc","Oceania","ocnzl","New Zealand",2309675496,0.23798180793933937
2019,"sa","South America","saarg","Argentina",77258077,0.007960432915454325
2019,"sa","South America","saury","Uruguay",64863605,0.0066833449175421195
2018,"as","Asia","asare","United Arab Emirates",105910650,0.009650268519898229
2018,"as","Asia","asind","India",144097440,0.013129737085268798
2018,"as","Asia","asnpl","Nepal",1123586,0.00010237786856372208
2018,"eu","Europe","eubel","Belgium",894067187,0.08146478592455116
2018,"eu","Europe","eublr","Belarus",353536332,0.032213196079335635
2018,"eu","Europe","eucze","Czechia",14626928,0.0013327628790987306
2018,"eu","Europe","eudeu","Germany",838128106,0.07636778054873354
2018,"eu","Europe","eudnk","Denmark",362101698,0.032993647165899705
2018,"eu","Europe","euesp","Spain",118351075,0.010783803643624265
2018,"eu","Europe","eufin","Finland",161092703,0.014678295719516546
2018,"eu","Europe","eufra","France",602983086,0.05494205439072356
2018,"eu","Europe","eugbr","United Kingdom",364542021,0.03321600225696263
2018,"eu","Europe","euirl","Ireland",1300985370,0.1185419800648863
2018,"eu","Europe","euita","Italy",72518124,0.006607639261578285
2018,"eu","Europe","eultu","Lithuania",33247397,0.0030294055285059514
2018,"eu","Europe","eunld","Netherlands",1670512788,0.15221223710857995
2018,"eu","Europe","eupol","Poland",368965238,0.03361903284710421
2018,"eu","Europe","euprt","Portugal",82448699,0.0075124841974462874
2018,"eu","Europe","euswe","Sweden",22239134,0.002026364815530812
2018,"eu","Europe","euukr","Ukraine",128852760,0.011740686451551395
2018,"na","North America","nacan","Canada",10011547,0.0009122228675735779
2018,"na","North America","nausa","United States",180619221,0.016457494902588563
2018,"oc","Oceania","ocaus","Australia",93157964,0.008488281087567799
2018,"oc","Oceania","ocnzl","New Zealand",2589063192,0.23590786212514817
2018,"sa","South America","saarg","Argentina",50831538,0.004631621002981387
2018,"sa","South America","saury","Uruguay",65880945,0.006002878932332553
2017,"as","Asia","asare","United Arab Emirates",90810845,0.00937344972315346
2017,"as","Asia","asind","India",78391449,0.008091525917710033
2017,"as","Asia","asnpl","Nepal",1384123.0000000002,0.0001428684795429482
2017,"eu","Europe","eubel","Belgium",765580975,0.07902288298457422
2017,"eu","Europe","eublr","Belarus",395947027.00000006,0.04086945287885589
2017,"eu","Europe","eucze","Czechia",17183560,0.0017736784161053768
2017,"eu","Europe","eudeu","Germany",798941678,0.08246635796049316
2017,"eu","Europe","eudnk","Denmark",260459592,0.0268845080180133
2017,"eu","Europe","euesp","Spain",113911824,0.01175792115068091
2017,"eu","Europe","eufin","Finland",154844136,0.015982933797402024
2017,"eu","Europe","eufra","France",570562633,0.058893187860277696
2017,"eu","Europe","eugbr","United Kingdom",283392511,0.029251632376911745
2017,"eu","Europe","euirl","Ireland",1031414211,0.10646205583214752
2017,"eu","Europe","euita","Italy",47303314,0.004882624267151585
2017,"eu","Europe","eultu","Lithuania",30747757,0.0031737680046831397
2017,"eu","Europe","eunld","Netherlands",1571739417,0.1622341516935343
2017,"eu","Europe","eupol","Poland",290484198,0.029983632740379795
2017,"eu","Europe","euprt","Portugal",83989086,0.008669311192012497
2017,"eu","Europe","euswe","Sweden",8519994,0.0008794294932567706
2017,"eu","Europe","euukr","Ukraine",129917476,0.013410016495772023
2017,"na","North America","nacan","Canada",5042055,0.0005204383798419068
2017,"na","North America","nausa","United States",128296282,0.013242677666907716
2017,"oc","Oceania","ocaus","Australia",85958550,0.008872598275020708
2017,"oc","Oceania","ocnzl","New Zealand",2341854432,0.24172503600529324
2017,"sa","South America","saarg","Argentina",23692405,0.002445518121630623
2017,"sa","South America","saury","Uruguay",51356928,0.005301036264375826
2016,"as","Asia","asare","United Arab Emirates",37128274,0.005206704489209232
2016,"as","Asia","asind","India",45184775,0.00633651246046097
2016,"as","Asia","asnpl","Nepal",1442513,0.0002022916258601915
2016,"eu","Europe","eubel","Belgium",569298650,0.0798359179491014
2016,"eu","Europe","eublr","Belarus",332531410,0.04663273022737539
2016,"eu","Europe","eucze","Czechia",14357084,0.002013373789332465
2016,"eu","Europe","eudeu","Germany",548957839,0.07698341282193454
2016,"eu","Europe","eudnk","Denmark",229030609,0.03211823690071411
2016,"eu","Europe","euesp","Spain",81844479,0.011477506770885463
2016,"eu","Europe","eufin","Finland",121146922,0.016989107078645257
2016,"eu","Europe","eufra","France",431798272,0.060553474725358596
2016,"eu","Europe","eugbr","United Kingdom",203204281,0.028496467196650027
2016,"eu","Europe","euirl","Ireland",747227440,0.10478786237971423
2016,"eu","Europe","euita","Italy",40751198,0.00571476728401795
2016,"eu","Europe","eultu","Lithuania",40984076,0.005747425061970086
2016,"eu","Europe","eunld","Netherlands",1084725569,0.15211710325323333
2016,"eu","Europe","eupol","Poland",142588979,0.019996046061043958
2016,"eu","Europe","euprt","Portugal",60940559,0.008546033734835614
2016,"eu","Europe","euswe","Sweden",4805199,0.0006738597976529614
2016,"eu","Europe","euukr","Ukraine",37586544,0.005270970241672433
2016,"na","North America","nacan","Canada",4161864.9999999995,0.0005836414905519921
2016,"na","North America","nausa","United States",109453901,0.01534932966984037
2016,"oc","Oceania","ocaus","Australia",115593378,0.016210302696954337
2016,"oc","Oceania","ocnzl","New Zealand",1729872377,0.24258963050867768
2016,"sa","South America","saarg","Argentina",22181570,0.0031106450059248327
2016,"sa","South America","saury","Uruguay",40368279,0.005661068421627969
2015,"as","Asia","asare","United Arab Emirates",71006627,0.010359071963881826
2015,"as","Asia","asind","India",44571927,0.006502545168944405
2015,"as","Asia","asnpl","Nepal",1254480,0.00018301458816302418
2015,"eu","Europe","eubel","Belgium",510352311,0.07445468880788265
2015,"eu","Europe","eublr","Belarus",274015011,0.039975722521404515
2015,"eu","Europe","eucze","Czechia",13324721,0.0019439276243560675
2015,"eu","Europe","eudeu","Germany",573798450,0.0837107702118261
2015,"eu","Europe","eudnk","Denmark",219048083,0.03195666307804424
2015,"eu","Europe","euesp","Spain",73488238,0.010721111227278476
2015,"eu","Europe","eufin","Finland",131698181,0.019213290253758064
2015,"eu","Europe","eufra","France",459392550,0.06702023016980062
2015,"eu","Europe","eugbr","United Kingdom",170339990,0.024850697593858537
2015,"eu","Europe","euirl","Ireland",762576493,0.11125137332536053
2015,"eu","Europe","euita","Italy",41986240,0.0061253223822730464
2015,"eu","Europe","eultu","Lithuania",25347638,0.0036979366187387774
2015,"eu","Europe","eunld","Netherlands",967811364,0.1411928434107795
2015,"eu","Europe","eupol","Poland",132150919,0.019279339659580196
2015,"eu","Europe","euprt","Portugal",64700671,0.009439103578324342
2015,"eu","Europe","euswe","Sweden",5868171.000000001,0.0008561004550373078
2015,"eu","Europe","euukr","Ukraine",30090458,0.0043898609611207635
2015,"na","North America","nacan","Canada",5222039,0.0007618370296507322
2015,"na","North America","nausa","United States",90423094,0.013191717132864949
2015,"oc","Oceania","ocaus","Australia",134096604,0.019563193319239957
2015,"oc","Oceania","ocnzl","New Zealand",1636705744,0.2387770452157197
2015,"sa","South America","saarg","Argentina",31087403,0.004535304075874436
2015,"sa","South America","saury","Uruguay",61048718,0.008906324519044226
2014,"as","Asia","asare","United Arab Emirates",84939365,0.009804910174532055
2014,"as","Asia","asind","India",46597635,0.005378962104562838
2014,"as","Asia","asnpl","Nepal",1535362,0.00017723332986289557
2014,"eu","Europe","eubel","Belgium",656727933,0.0758088831035069
2014,"eu","Europe","eublr","Belarus",351071838,0.04052570720769892
2014,"eu","Europe","eucze","Czechia",20618520,0.0023800829748585085
2014,"eu","Europe","eudeu","Germany",738567187,0.08525593435260341
2014,"eu","Europe","eudnk","Denmark",227046061,0.026208887170116303
2014,"eu","Europe","euesp","Spain",88831607,0.010254208131816538
2014,"eu","Europe","eufin","Finland",128586438,0.01484327642728475
2014,"eu","Europe","eufra","France",538925403,0.062210438789935485
2014,"eu","Europe","eugbr","United Kingdom",235305980,0.027162364557708155
2014,"eu","Europe","euirl","Ireland",810331861,0.09354003421930922
2014,"eu","Europe","euita","Italy",38090709,0.004396971654182248
2014,"eu","Europe","eultu","Lithuania",49194159,0.005678689852539488
2014,"eu","Europe","eunld","Netherlands",1132518920,0.13073144921154115
2014,"eu","Europe","eupol","Poland",162619199,0.018771821979706973
2014,"eu","Europe","euprt","Portugal",61575645,0.007107937152154056
2014,"eu","Europe","euswe","Sweden",10985482,0.0012681006531416706
2014,"eu","Europe","euukr","Ukraine",48182406,0.005561898924283627
2014,"na","North America","nacan","Canada",7325622,0.0008456275330357822
2014,"na","North America","nausa","United States",301391831,0.034790933865502124
2014,"oc","Oceania","ocaus","Australia",200258705,0.023116709363121723
2014,"oc","Oceania","ocnzl","New Zealand",2167248070,0.2501746116453539
2014,"sa","South America","saarg","Argentina",63358306,0.007313717251600779
2014,"sa","South America","saury","Uruguay",98250468,0.011341467096507445
2013,"as","Asia","asare","United Arab Emirates",103466053,0.012374045383283974
2013,"as","Asia","asind","India",41674572,0.004984079611666791
2013,"as","Asia","asnpl","Nepal",1426621,0.00017061705252007599
2013,"eu","Europe","eubel","Belgium",616472674,0.07372718514381163
2013,"eu","Europe","eublr","Belarus",357993469,0.0428143077258902
2013,"eu","Europe","eucze","Czechia",19370974,0.0023166758994316128
2013,"eu","Europe","eudeu","Germany",715297369,0.08554614629543879
2013,"eu","Europe","eudnk","Denmark",249640250,0.029855780649082623
2013,"eu","Europe","euesp","Spain",87910289,0.010513650363599063
2013,"eu","Europe","eufin","Finland",136027143,0.0162681961091186
2013,"eu","Europe","eufra","France",436227222,0.05217069063658873
2013,"eu","Europe","eugbr","United Kingdom",218871910,0.026176034254114685
2013,"eu","Europe","euirl","Ireland",872847666,0.10438840874482273
2013,"eu","Europe","euita","Italy",52761256,0.006309994025026391
2013,"eu","Europe","eultu","Lithuania",32769790,0.00391911024827327
2013,"eu","Europe","eunld","Netherlands",1189597686,0.1422701971091291
2013,"eu","Europe","eupol","Poland",162212351,0.019399821823716322
2013,"eu","Europe","euprt","Portugal",70401281,0.008419656697789832
2013,"eu","Europe","euswe","Sweden",21917940,0.0026212808588348792
2013,"eu","Europe","euukr","Ukraine",25161749,0.0030092249102108897
2013,"na","North America","nacan","Canada",14240558,0.0017031026686142908
2013,"na","North America","nausa","United States",354846966,0.042438001007003
2013,"oc","Oceania","ocaus","Australia",208054910,0.024882372758097408
2013,"oc","Oceania","ocnzl","New Zealand",1852809282,0.22158713391761253
2013,"sa","South America","saarg","Argentina",80870904,0.009671773565028149
2013,"sa","South America","saury","Uruguay",104488440,0.012496317981594838
2012,"as","Asia","asare","United Arab Emirates",22736374,0.003322858808046519
2012,"as","Asia","asind","India",35070918,0.005125518641740201
2012,"as","Asia","asnpl","Nepal",1735757,0.00025367613305790984
2012,"eu","Europe","eubel","Belgium",487334632,0.07122262214754688
2012,"eu","Europe","eublr","Belarus",304742282,0.04453725013178866
2012,"eu","Europe","eucze","Czechia",16991614,0.0024832778631643966
2012,"eu","Europe","eudeu","Germany",524177923,0.0766071682504906
2012,"eu","Europe","eudnk","Denmark",293443368,0.04288594478704635
2012,"eu","Europe","euesp","Spain",83868330,0.012257126798523464
2012,"eu","Europe","eufin","Finland",116538989,0.017031854159308184
2012,"eu","Europe","eufra","France",420790572,0.061497389975777715
2012,"eu","Europe","eugbr","United Kingdom",155373543,0.022707417897635945
2012,"eu","Europe","euirl","Ireland",656226219,0.09590566516346072
2012,"eu","Europe","euita","Italy",39463744,0.005767518134109378
2012,"eu","Europe","eultu","Lithuania",21597067,0.0031563522094121437
2012,"eu","Europe","eunld","Netherlands",926242927,0.1353678677335594
2012,"eu","Europe","eupol","Poland",117878405,0.017227606140395334
2012,"eu","Europe","euprt","Portugal",67463277,0.009859573219508623
2012,"eu","Europe","euswe","Sweden",13748274,0.0020092726024095553
2012,"eu","Europe","euukr","Ukraine",4875041,0.0007124738943174453
2012,"na","North America","nacan","Canada",3467045,0.0005066991340019145
2012,"na","North America","nausa","United States",180882294,0.02643545201348113
2012,"oc","Oceania","ocaus","Australia",200785195,0.02934420650060946
2012,"oc","Oceania","ocnzl","New Zealand",1665979201,0.24347829878524838
2012,"sa","South America","saarg","Argentina",75187042,0.010988380326637114
2012,"sa","South America","saury","Uruguay",103081830,0.01506512721707753
2011,"as","Asia","asare","United Arab Emirates",171975064,0.01949673780256679
2011,"as","Asia","asind","India",51280218,0.005813615890292479
2011,"as","Asia","asnpl","Nepal",1991379,0.00022576176641828525
2011,"eu","Europe","eubel","Belgium",648006723,0.07346423881913211
2011,"eu","Europe","eublr","Belarus",289192392,0.03278561501986773
2011,"eu","Europe","eucze","Czechia",25937229,0.002940492309618397
2011,"eu","Europe","eudeu","Germany",602945461,0.06835566325106739
2011,"eu","Europe","eudnk","Denmark",330356983,0.03745242670064083
2011,"eu","Europe","euesp","Spain",130884841,0.014838357189433254
2011,"eu","Europe","eufin","Finland",138365211,0.015686403465236278
2011,"eu","Europe","eufra","France",482793822,0.05473412447884365
2011,"eu","Europe","eugbr","United Kingdom",203439992,0.023063902930603276
2011,"eu","Europe","euirl","Ireland",853027480,0.09670735238653139
2011,"eu","Europe","euita","Italy",49409258,0.005601505973246073
2011,"eu","Europe","eultu","Lithuania",17984710,0.002038918708151788
2011,"eu","Europe","eunld","Netherlands",1061129157,0.1202997485070727
2011,"eu","Europe","eupol","Poland",183249469,0.020774912167223217
2011,"eu","Europe","euprt","Portugal",68251165,0.0077376047304434994
2011,"eu","Europe","euswe","Sweden",12472106,0.0014139572032827975
2011,"eu","Europe","euukr","Ukraine",10828439,0.0012276153942532538
2011,"na","North America","nacan","Canada",1540729,0.00017467177298338397
2011,"na","North America","nausa","United States",268830881,0.030477239421699154
2011,"oc","Oceania","ocaus","Australia",218056721,0.024720995105572168
2011,"oc","Oceania","ocnzl","New Zealand",2444000703,0.2770752909600889
2011,"sa","South America","saarg","Argentina",126215695,0.01430901814918784
2011,"sa","South America","saury","Uruguay",68772012,0.007796652927071899
2010,"as","Asia","asare","United Arab Emirates",131521084,0.018528510108368458
2010,"as","Asia","asind","India",41578123,0.005857468999362012
2010,"as","Asia","asnpl","Nepal",1788650,0.0002519825612548422
2010,"eu","Europe","eubel","Belgium",617057792,0.08693025626613236
2010,"eu","Europe","eublr","Belarus",268533006,0.03783056195082431
2010,"eu","Europe","eucze","Czechia",28293928,0.003986009809297568
2010,"eu","Europe","eudeu","Germany",551197065,0.0776518872864181
2010,"eu","Europe","eudnk","Denmark",300860125,0.04238476218206579
2010,"eu","Europe","euesp","Spain",173673600,0.024466898806557436
2010,"eu","Europe","eufin","Finland",136335925,0.019206818311323103
2010,"eu","Europe","eufra","France",396187831,0.055814398788684515
2010,"eu","Europe","eugbr","United Kingdom",127216208,0.017922045075877753
2010,"eu","Europe","euirl","Ireland",679313341,0.09570073270889441
2010,"eu","Europe","euita","Italy",120895500,0.01703159239324897
2010,"eu","Europe","eultu","Lithuania",14093792,0.001985514106143183
2010,"eu","Europe","eunld","Netherlands",847511538,0.11939626424301597
2010,"eu","Europe","eupol","Poland",114111789,0.016075912482370572
2010,"eu","Europe","euprt","Portugal",89279309,0.012577546724559015
2010,"eu","Europe","euswe","Sweden",21413587,0.003016716796418188
2010,"eu","Europe","euukr","Ukraine",6152513,0.00086675760148364
2010,"na","North America","nacan","Canada",16242386,0.002288205084935449
2010,"na","North America","nausa","United States",203792505,0.028710008875095873
2010,"oc","Oceania","ocaus","Australia",234712165,0.03306592821086804
2010,"oc","Oceania","ocnzl","New Zealand",1568702606,0.22099667375228554
2010,"sa","South America","saarg","Argentina",62000698,0.008734573383069898
2010,"sa","South America","saury","Uruguay",36905268,0.005199163589543156
2020,"af","Africa",,"Other Africa",23388944,
2020,"as","Asia",,"Other Asia",157530728,
2020,"eu","Europe",,"Other Europe",82887160,
2020,"na","North America",,"Other North America",46202763,
2020,"oc","Oceania",,"Other Oceania",567027,
2020,"sa","South America",,"Other South America",22479401,
2019,"af","Africa",,"Other Africa",19279037,
2019,"as","Asia",,"Other Asia",175999553,
2019,"eu","Europe",,"Other Europe",72200463,
2019,"na","North America",,"Other North America",66894783,
2019,"oc","Oceania",,"Other Oceania",584151,
2019,"sa","South America",,"Other South America",17499937,
2018,"af","Africa",,"Other Africa",21125283,
2018,"as","Asia",,"Other Asia",161402594,
2018,"eu","Europe",,"Other Europe",88060216,
2018,"na","North America",,"Other North America",55857378.00000001,
2018,"oc","Oceania",,"Other Oceania",785239,
2018,"sa","South America",,"Other South America",17766066,
2017,"af","Africa",,"Other Africa",19500120,
2017,"as","Asia",,"Other Asia",141058455,
2017,"eu","Europe",,"Other Europe",94435497,
2017,"na","North America",,"Other North America",45467592.00000001,
2017,"oc","Oceania",,"Other Oceania",626628,
2017,"sa","South America",,"Other South America",25277434,
2016,"af","Africa",,"Other Africa",20619905,
2016,"as","Asia",,"Other Asia",123065798,
2016,"eu","Europe",,"Other Europe",114282785,
2016,"na","North America",,"Other North America",57426907,
2016,"oc","Oceania",,"Other Oceania",506483,
2016,"sa","South America",,"Other South America",17790779,
2015,"af","Africa",,"Other Africa",22880593,
2015,"as","Asia",,"Other Asia",129176845,
2015,"eu","Europe",,"Other Europe",107038383,
2015,"na","North America",,"Other North America",41681924,
2015,"oc","Oceania",,"Other Oceania",479829,
2015,"sa","South America",,"Other South America",21871847,
2014,"af","Africa",,"Other Africa",35964560,
2014,"as","Asia",,"Other Asia",139855254,
2014,"eu","Europe",,"Other Europe",135905357,
2014,"na","North America",,"Other North America",34002958,
2014,"oc","Oceania",,"Other Oceania",739027,
2014,"sa","South America",,"Other South America",46389810,
2013,"af","Africa",,"Other Africa",30451928,
2013,"as","Asia",,"Other Asia",118686568,
2013,"eu","Europe",,"Other Europe",129471706,
2013,"na","North America",,"Other North America",29734903,
2013,"oc","Oceania",,"Other Oceania",424079,
2013,"sa","South America",,"Other South America",25409678,
2012,"af","Africa",,"Other Africa",22528219,
2012,"as","Asia",,"Other Asia",107848085,
2012,"eu","Europe",,"Other Europe",137576800,
2012,"na","North America",,"Other North America",16427410,
2012,"oc","Oceania",,"Other Oceania",329841,
2012,"sa","South America",,"Other South America",18021292,
2011,"af","Africa",,"Other Africa",24261885,
2011,"as","Asia",,"Other Asia",117960578,
2011,"eu","Europe",,"Other Europe",173931710,
2011,"na","North America",,"Other North America",12299668,
2011,"oc","Oceania",,"Other Oceania",848666,
2011,"sa","South America",,"Other South America",30469340,
2010,"af","Africa",,"Other Africa",25260902,
2010,"as","Asia",,"Other Asia",101439492,
2010,"eu","Europe",,"Other Europe",134361528,
2010,"na","North America",,"Other North America",13407708,
2010,"oc","Oceania",,"Other Oceania",575023,
2010,"sa","South America",,"Other South America",33893686,