STATISTIC,Statistic Label,TLIST(A1),Year,C02064V02491,Product Type,UNIT,VALUE
ABA02C07,Dairy Products for Industrial Uses,1992,1992,5,Cream,Tonnes,15
ABA02C07,Dairy Products for Industrial Uses,1992,1992,6,Milk Powder,Tonnes,9
ABA02C07,Dairy Products for Industrial Uses,1992,1992,11,Drinking Milk & Buttermilk,Tonnes,0
ABA02C07,Dairy Products for Industrial Uses,1993,1993,3,Cheese,Tonnes,0
ABA02C07,Dairy Products for Industrial Uses,1993,1993,4,Butter,Tonnes,5
ABA02C07,Dairy Products for Industrial Uses,1993,1993,5,Cream,Tonnes,12
ABA02C07,Dairy Products for Industrial Uses,1993,1993,6,Milk Powder,Tonnes,10
ABA02C07,Dairy Products for Industrial Uses,1993,1993,11,Drinking Milk & Buttermilk,Tonnes,0
ABA02C07,Dairy Products for Industrial Uses,1994,1994,3,Cheese,Tonnes,0
ABA02C07,Dairy Products for Industrial Uses,1994,1994,4,Butter,Tonnes,6
ABA02C07,Dairy Products for Industrial Uses,1994,1994,5,Cream,Tonnes,18
ABA02C07,Dairy Products for Industrial Uses,1994,1994,6,Milk Powder,Tonnes,13
ABA02C07,Dairy Products for Industrial Uses,1994,1994,11,Drinking Milk & Buttermilk,Tonnes,0
ABA02C07,Dairy Products for Industrial Uses,1995,1995,3,Cheese,Tonnes,0
ABA02C07,Dairy Products for Industrial Uses,1995,1995,4,Butter,Tonnes,6
ABA02C07,Dairy Products for Industrial Uses,1995,1995,5,Cream,Tonnes,22
ABA02C07,Dairy Products for Industrial Uses,1995,1995,6,Milk Powder,Tonnes,14
ABA02C07,Dairy Products for Industrial Uses,1995,1995,11,Drinking Milk & Buttermilk,Tonnes,0
ABA02C07,Dairy Products for Industrial Uses,1996,1996,3,Cheese,Tonnes,0
ABA02C07,Dairy Products for Industrial Uses,1996,1996,4,Butter,Tonnes,6
ABA02C07,Dairy Products for Industrial Uses,1996,1996,5,Cream,Tonnes,23
ABA02C07,Dairy Products for Industrial Uses,1996,1996,6,Milk Powder,Tonnes,14
ABA02C07,Dairy Products for Industrial Uses,1996,1996,11,Drinking Milk & Buttermilk,Tonnes,0
ABA02C07,Dairy Products for Industrial Uses,1997,1997,3,Cheese,Tonnes,0
ABA02C07,Dairy Products for Industrial Uses,1997,1997,4,Butter,Tonnes,6
ABA02C07,Dairy Products for Industrial Uses,1997,1997,5,Cream,Tonnes,20
ABA02C07,Dairy Products for Industrial Uses,1997,1997,6,Milk Powder,Tonnes,13
ABA02C07,Dairy Products for Industrial Uses,1997,1997,11,Drinking Milk & Buttermilk,Tonnes,0
ABA02C07,Dairy Products for Industrial Uses,1998,1998,3,Cheese,Tonnes,0
ABA02C07,Dairy Products for Industrial Uses,1998,1998,4,Butter,Tonnes,6
ABA02C07,Dairy Products for Industrial Uses,1998,1998,5,Cream,Tonnes,24
ABA02C07,Dairy Products for Industrial Uses,1998,1998,6,Milk Powder,Tonnes,14
ABA02C07,Dairy Products for Industrial Uses,1998,1998,11,Drinking Milk & Buttermilk,Tonnes,0
ABA02C07,Dairy Products for Industrial Uses,1999,1999,3,Cheese,Tonnes,0
ABA02C07,Dairy Products for Industrial Uses,1999,1999,4,Butter,Tonnes,4
ABA02C07,Dairy Products for Industrial Uses,1999,1999,5,Cream,Tonnes,18
ABA02C07,Dairy Products for Industrial Uses,1999,1999,6,Milk Powder,Tonnes,13
ABA02C07,Dairy Products for Industrial Uses,1999,1999,11,Drinking Milk & Buttermilk,Tonnes,0
ABA02C07,Dairy Products for Industrial Uses,2000,2000,3,Cheese,Tonnes,0
ABA02C07,Dairy Products for Industrial Uses,2000,2000,4,Butter,Tonnes,4
ABA02C07,Dairy Products for Industrial Uses,2000,2000,5,Cream,Tonnes,21
ABA02C07,Dairy Products for Industrial Uses,2000,2000,6,Milk Powder,Tonnes,16
ABA02C07,Dairy Products for Industrial Uses,2000,2000,11,Drinking Milk & Buttermilk,Tonnes,0
ABA02C07,Dairy Products for Industrial Uses,2001,2001,3,Cheese,Tonnes,0
ABA02C07,Dairy Products for Industrial Uses,2001,2001,4,Butter,Tonnes,5
ABA02C07,Dairy Products for Industrial Uses,2001,2001,5,Cream,Tonnes,16
ABA02C07,Dairy Products for Industrial Uses,2001,2001,6,Milk Powder,Tonnes,12
ABA02C07,Dairy Products for Industrial Uses,2001,2001,11,Drinking Milk & Buttermilk,Tonnes,0
ABA02C07,Dairy Products for Industrial Uses,2002,2002,3,Cheese,Tonnes,0
ABA02C07,Dairy Products for Industrial Uses,2002,2002,4,Butter,Tonnes,4
ABA02C07,Dairy Products for Industrial Uses,2002,2002,5,Cream,Tonnes,11
ABA02C07,Dairy Products for Industrial Uses,2002,2002,6,Milk Powder,Tonnes,0
ABA02C07,Dairy Products for Industrial Uses,2002,2002,11,Drinking Milk & Buttermilk,Tonnes,0
ABA02C07,Dairy Products for Industrial Uses,2003,2003,3,Cheese,Tonnes,0
ABA02C07,Dairy Products for Industrial Uses,2003,2003,4,Butter,Tonnes,4
ABA02C07,Dairy Products for Industrial Uses,2003,2003,5,Cream,Tonnes,10
ABA02C07,Dairy Products for Industrial Uses,2003,2003,6,Milk Powder,Tonnes,0
ABA02C07,Dairy Products for Industrial Uses,2003,2003,11,Drinking Milk & Buttermilk,Tonnes,0
ABA02C07,Dairy Products for Industrial Uses,2004,2004,3,Cheese,Tonnes,0
ABA02C07,Dairy Products for Industrial Uses,2004,2004,4,Butter,Tonnes,3
ABA02C07,Dairy Products for Industrial Uses,2004,2004,5,Cream,Tonnes,14
ABA02C07,Dairy Products for Industrial Uses,2004,2004,6,Milk Powder,Tonnes,0
ABA02C07,Dairy Products for Industrial Uses,2004,2004,11,Drinking Milk & Buttermilk,Tonnes,0
ABA02C07,Dairy Products for Industrial Uses,2005,2005,3,Cheese,Tonnes,0
ABA02C07,Dairy Products for Industrial Uses,2005,2005,4,Butter,Tonnes,2
ABA02C07,Dairy Products for Industrial Uses,2005,2005,5,Cream,Tonnes,8
ABA02C07,Dairy Products for Industrial Uses,2005,2005,6,Milk Powder,Tonnes,
ABA02C07,Dairy Products for Industrial Uses,2005,2005,11,Drinking Milk & Buttermilk,Tonnes,0
ABA02C07,Dairy Products for Industrial Uses,2006,2006,3,Cheese,Tonnes,0
ABA02C07,Dairy Products for Industrial Uses,2006,2006,4,Butter,Tonnes,2
ABA02C07,Dairy Products for Industrial Uses,2006,2006,5,Cream,Tonnes,20
ABA02C07,Dairy Products for Industrial Uses,2006,2006,6,Milk Powder,Tonnes,
ABA02C07,Dairy Products for Industrial Uses,2006,2006,11,Drinking Milk & Buttermilk,Tonnes,0
ABA02C07,Dairy Products for Industrial Uses,2007,2007,3,Cheese,Tonnes,0
ABA02C07,Dairy Products for Industrial Uses,2007,2007,4,Butter,Tonnes,2
ABA02C07,Dairy Products for Industrial Uses,2007,2007,5,Cream,Tonnes,16
ABA02C07,Dairy Products for Industrial Uses,2007,2007,6,Milk Powder,Tonnes,
ABA02C07,Dairy Products for Industrial Uses,2007,2007,11,Drinking Milk & Buttermilk,Tonnes,0
ABA02C07,Dairy Products for Industrial Uses,2008,2008,3,Cheese,Tonnes,0
ABA02C07,Dairy Products for Industrial Uses,2008,2008,4,Butter,Tonnes,2
ABA02C07,Dairy Products for Industrial Uses,2008,2008,5,Cream,Tonnes,16
ABA02C07,Dairy Products for Industrial Uses,2008,2008,6,Milk Powder,Tonnes,
ABA02C07,Dairy Products for Industrial Uses,2008,2008,11,Drinking Milk & Buttermilk,Tonnes,0
ABA02C07,Dairy Products for Industrial Uses,2009,2009,3,Cheese,Tonnes,0
ABA02C07,Dairy Products for Industrial Uses,2009,2009,4,Butter,Tonnes,2
ABA02C07,Dairy Products for Industrial Uses,2009,2009,5,Cream,Tonnes,15
ABA02C07,Dairy Products for Industrial Uses,2009,2009,6,Milk Powder,Tonnes,
ABA02C07,Dairy Products for Industrial Uses,2009,2009,11,Drinking Milk & Buttermilk,Tonnes,0
ABA02C07,Dairy Products for Industrial Uses,2010,2010,3,Cheese,Tonnes,0
ABA02C07,Dairy Products for Industrial Uses,2010,2010,4,Butter,Tonnes,2
ABA02C07,Dairy Products for Industrial Uses,2010,2010,5,Cream,Tonnes,14
ABA02C07,Dairy Products for Industrial Uses,2010,2010,6,Milk Powder,Tonnes,
ABA02C07,Dairy Products for Industrial Uses,2010,2010,11,Drinking Milk & Buttermilk,Tonnes,0
ABA02C07,Dairy Products for Industrial Uses,2011,2011,3,Cheese,Tonnes,0
ABA02C07,Dairy Products for Industrial Uses,2011,2011,4,Butter,Tonnes,2
ABA02C07,Dairy Products for Industrial Uses,2011,2011,5,Cream,Tonnes,15
ABA02C07,Dairy Products for Industrial Uses,2011,2011,6,Milk Powder,Tonnes,
ABA02C07,Dairy Products for Industrial Uses,2011,2011,11,Drinking Milk & Buttermilk,Tonnes,0
ABA02C08,Human Consumption of Dairy Products,1992,1992,3,Cheese,Tonnes,19
ABA02C08,Human Consumption of Dairy Products,1992,1992,4,Butter,Tonnes,14
ABA02C08,Human Consumption of Dairy Products,1992,1992,5,Cream,Tonnes,9
ABA02C08,Human Consumption of Dairy Products,1992,1992,6,Milk Powder,Tonnes,0
ABA02C08,Human Consumption of Dairy Products,1992,1992,11,Drinking Milk & Buttermilk,Tonnes,615
ABA02C08,Human Consumption of Dairy Products,1993,1993,3,Cheese,Tonnes,19
ABA02C08,Human Consumption of Dairy Products,1993,1993,4,Butter,Tonnes,13
ABA02C08,Human Consumption of Dairy Products,1993,1993,5,Cream,Tonnes,9
ABA02C08,Human Consumption of Dairy Products,1993,1993,6,Milk Powder,Tonnes,1
ABA02C08,Human Consumption of Dairy Products,1993,1993,11,Drinking Milk & Buttermilk,Tonnes,612
ABA02C08,Human Consumption of Dairy Products,1994,1994,3,Cheese,Tonnes,19
ABA02C08,Human Consumption of Dairy Products,1994,1994,4,Butter,Tonnes,14
ABA02C08,Human Consumption of Dairy Products,1994,1994,5,Cream,Tonnes,9
ABA02C08,Human Consumption of Dairy Products,1994,1994,6,Milk Powder,Tonnes,0
ABA02C08,Human Consumption of Dairy Products,1994,1994,11,Drinking Milk & Buttermilk,Tonnes,607
ABA02C08,Human Consumption of Dairy Products,1995,1995,3,Cheese,Tonnes,21
ABA02C08,Human Consumption of Dairy Products,1995,1995,4,Butter,Tonnes,13
ABA02C08,Human Consumption of Dairy Products,1995,1995,5,Cream,Tonnes,9
ABA02C08,Human Consumption of Dairy Products,1995,1995,6,Milk Powder,Tonnes,0
ABA02C08,Human Consumption of Dairy Products,1995,1995,11,Drinking Milk & Buttermilk,Tonnes,606
ABA02C08,Human Consumption of Dairy Products,1996,1996,3,Cheese,Tonnes,24
ABA02C08,Human Consumption of Dairy Products,1996,1996,4,Butter,Tonnes,13
ABA02C08,Human Consumption of Dairy Products,1996,1996,5,Cream,Tonnes,10
ABA02C08,Human Consumption of Dairy Products,1996,1996,6,Milk Powder,Tonnes,0
ABA02C08,Human Consumption of Dairy Products,1996,1996,11,Drinking Milk & Buttermilk,Tonnes,605
ABA02C08,Human Consumption of Dairy Products,1997,1997,3,Cheese,Tonnes,23
ABA02C08,Human Consumption of Dairy Products,1997,1997,4,Butter,Tonnes,13
ABA02C08,Human Consumption of Dairy Products,1997,1997,5,Cream,Tonnes,10
ABA02C08,Human Consumption of Dairy Products,1997,1997,6,Milk Powder,Tonnes,1
ABA02C08,Human Consumption of Dairy Products,1997,1997,11,Drinking Milk & Buttermilk,Tonnes,602
ABA02C08,Human Consumption of Dairy Products,1998,1998,3,Cheese,Tonnes,20
ABA02C08,Human Consumption of Dairy Products,1998,1998,4,Butter,Tonnes,13
ABA02C08,Human Consumption of Dairy Products,1998,1998,5,Cream,Tonnes,10
ABA02C08,Human Consumption of Dairy Products,1998,1998,6,Milk Powder,Tonnes,0
ABA02C08,Human Consumption of Dairy Products,1998,1998,11,Drinking Milk & Buttermilk,Tonnes,613
ABA02C08,Human Consumption of Dairy Products,1999,1999,3,Cheese,Tonnes,23
ABA02C08,Human Consumption of Dairy Products,1999,1999,4,Butter,Tonnes,12
ABA02C08,Human Consumption of Dairy Products,1999,1999,5,Cream,Tonnes,10
ABA02C08,Human Consumption of Dairy Products,1999,1999,6,Milk Powder,Tonnes,1
ABA02C08,Human Consumption of Dairy Products,1999,1999,11,Drinking Milk & Buttermilk,Tonnes,614
ABA02C08,Human Consumption of Dairy Products,2000,2000,3,Cheese,Tonnes,22
ABA02C08,Human Consumption of Dairy Products,2000,2000,4,Butter,Tonnes,12
ABA02C08,Human Consumption of Dairy Products,2000,2000,5,Cream,Tonnes,10
ABA02C08,Human Consumption of Dairy Products,2000,2000,6,Milk Powder,Tonnes,0
ABA02C08,Human Consumption of Dairy Products,2000,2000,11,Drinking Milk & Buttermilk,Tonnes,604
ABA02C08,Human Consumption of Dairy Products,2001,2001,3,Cheese,Tonnes,22
ABA02C08,Human Consumption of Dairy Products,2001,2001,4,Butter,Tonnes,11
ABA02C08,Human Consumption of Dairy Products,2001,2001,5,Cream,Tonnes,10
ABA02C08,Human Consumption of Dairy Products,2001,2001,6,Milk Powder,Tonnes,0
ABA02C08,Human Consumption of Dairy Products,2001,2001,11,Drinking Milk & Buttermilk,Tonnes,609
ABA02C08,Human Consumption of Dairy Products,2002,2002,3,Cheese,Tonnes,22
ABA02C08,Human Consumption of Dairy Products,2002,2002,4,Butter,Tonnes,11
ABA02C08,Human Consumption of Dairy Products,2002,2002,5,Cream,Tonnes,9
ABA02C08,Human Consumption of Dairy Products,2002,2002,6,Milk Powder,Tonnes,0
ABA02C08,Human Consumption of Dairy Products,2002,2002,11,Drinking Milk & Buttermilk,Tonnes,611
ABA02C08,Human Consumption of Dairy Products,2003,2003,3,Cheese,Tonnes,25
ABA02C08,Human Consumption of Dairy Products,2003,2003,4,Butter,Tonnes,11
ABA02C08,Human Consumption of Dairy Products,2003,2003,5,Cream,Tonnes,10
ABA02C08,Human Consumption of Dairy Products,2003,2003,6,Milk Powder,Tonnes,0
ABA02C08,Human Consumption of Dairy Products,2003,2003,11,Drinking Milk & Buttermilk,Tonnes,621
ABA02C08,Human Consumption of Dairy Products,2004,2004,3,Cheese,Tonnes,27
ABA02C08,Human Consumption of Dairy Products,2004,2004,4,Butter,Tonnes,11
ABA02C08,Human Consumption of Dairy Products,2004,2004,5,Cream,Tonnes,10
ABA02C08,Human Consumption of Dairy Products,2004,2004,6,Milk Powder,Tonnes,0
ABA02C08,Human Consumption of Dairy Products,2004,2004,11,Drinking Milk & Buttermilk,Tonnes,605
ABA02C08,Human Consumption of Dairy Products,2005,2005,3,Cheese,Tonnes,34
ABA02C08,Human Consumption of Dairy Products,2005,2005,4,Butter,Tonnes,12
ABA02C08,Human Consumption of Dairy Products,2005,2005,5,Cream,Tonnes,11
ABA02C08,Human Consumption of Dairy Products,2005,2005,6,Milk Powder,Tonnes,
ABA02C08,Human Consumption of Dairy Products,2005,2005,11,Drinking Milk & Buttermilk,Tonnes,576
ABA02C08,Human Consumption of Dairy Products,2006,2006,3,Cheese,Tonnes,28
ABA02C08,Human Consumption of Dairy Products,2006,2006,4,Butter,Tonnes,11
ABA02C08,Human Consumption of Dairy Products,2006,2006,5,Cream,Tonnes,11
ABA02C08,Human Consumption of Dairy Products,2006,2006,6,Milk Powder,Tonnes,
ABA02C08,Human Consumption of Dairy Products,2006,2006,11,Drinking Milk & Buttermilk,Tonnes,618
ABA02C08,Human Consumption of Dairy Products,2007,2007,3,Cheese,Tonnes,31
ABA02C08,Human Consumption of Dairy Products,2007,2007,4,Butter,Tonnes,11
ABA02C08,Human Consumption of Dairy Products,2007,2007,5,Cream,Tonnes,11
ABA02C08,Human Consumption of Dairy Products,2007,2007,6,Milk Powder,Tonnes,
ABA02C08,Human Consumption of Dairy Products,2007,2007,11,Drinking Milk & Buttermilk,Tonnes,625
ABA02C08,Human Consumption of Dairy Products,2008,2008,3,Cheese,Tonnes,27
ABA02C08,Human Consumption of Dairy Products,2008,2008,4,Butter,Tonnes,11
ABA02C08,Human Consumption of Dairy Products,2008,2008,5,Cream,Tonnes,11
ABA02C08,Human Consumption of Dairy Products,2008,2008,6,Milk Powder,Tonnes,
ABA02C08,Human Consumption of Dairy Products,2008,2008,11,Drinking Milk & Buttermilk,Tonnes,625
ABA02C08,Human Consumption of Dairy Products,2009,2009,3,Cheese,Tonnes,28
ABA02C08,Human Consumption of Dairy Products,2009,2009,4,Butter,Tonnes,11
ABA02C08,Human Consumption of Dairy Products,2009,2009,5,Cream,Tonnes,11
ABA02C08,Human Consumption of Dairy Products,2009,2009,6,Milk Powder,Tonnes,
ABA02C08,Human Consumption of Dairy Products,2009,2009,11,Drinking Milk & Buttermilk,Tonnes,615
ABA02C08,Human Consumption of Dairy Products,2010,2010,3,Cheese,Tonnes,33
ABA02C08,Human Consumption of Dairy Products,2010,2010,4,Butter,Tonnes,11
ABA02C08,Human Consumption of Dairy Products,2010,2010,5,Cream,Tonnes,10
ABA02C08,Human Consumption of Dairy Products,2010,2010,6,Milk Powder,Tonnes,
ABA02C08,Human Consumption of Dairy Products,2010,2010,11,Drinking Milk & Buttermilk,Tonnes,618
ABA02C08,Human Consumption of Dairy Products,2011,2011,3,Cheese,Tonnes,31
ABA02C08,Human Consumption of Dairy Products,2011,2011,4,Butter,Tonnes,11
ABA02C08,Human Consumption of Dairy Products,2011,2011,5,Cream,Tonnes,10
ABA02C08,Human Consumption of Dairy Products,2011,2011,6,Milk Powder,Tonnes,
ABA02C08,Human Consumption of Dairy Products,2011,2011,11,Drinking Milk & Buttermilk,Tonnes,625
ABA02C09,Consumption per Person of Dairy Products (Litres),1992,1992,3,Cheese,Litres,
ABA02C09,Consumption per Person of Dairy Products (Litres),1992,1992,4,Butter,Litres,
ABA02C09,Consumption per Person of Dairy Products (Litres),1992,1992,5,Cream,Litres,3
ABA02C09,Consumption per Person of Dairy Products (Litres),1992,1992,6,Milk Powder,Litres,0
ABA02C09,Consumption per Person of Dairy Products (Litres),1992,1992,11,Drinking Milk & Buttermilk,Litres,168
ABA02C09,Consumption per Person of Dairy Products (Litres),1993,1993,3,Cheese,Litres,
ABA02C09,Consumption per Person of Dairy Products (Litres),1993,1993,4,Butter,Litres,
ABA02C09,Consumption per Person of Dairy Products (Litres),1993,1993,5,Cream,Litres,3
ABA02C09,Consumption per Person of Dairy Products (Litres),1993,1993,6,Milk Powder,Litres,0
ABA02C09,Consumption per Person of Dairy Products (Litres),1993,1993,11,Drinking Milk & Buttermilk,Litres,166
ABA02C09,Consumption per Person of Dairy Products (Litres),1994,1994,3,Cheese,Litres,
ABA02C09,Consumption per Person of Dairy Products (Litres),1994,1994,4,Butter,Litres,
ABA02C09,Consumption per Person of Dairy Products (Litres),1994,1994,5,Cream,Litres,3
ABA02C09,Consumption per Person of Dairy Products (Litres),1994,1994,6,Milk Powder,Litres,0
ABA02C09,Consumption per Person of Dairy Products (Litres),1994,1994,11,Drinking Milk & Buttermilk,Litres,165
ABA02C09,Consumption per Person of Dairy Products (Litres),1995,1995,3,Cheese,Litres,
ABA02C09,Consumption per Person of Dairy Products (Litres),1995,1995,4,Butter,Litres,
ABA02C09,Consumption per Person of Dairy Products (Litres),1995,1995,5,Cream,Litres,3
ABA02C09,Consumption per Person of Dairy Products (Litres),1995,1995,6,Milk Powder,Litres,0
ABA02C09,Consumption per Person of Dairy Products (Litres),1995,1995,11,Drinking Milk & Buttermilk,Litres,163
ABA02C09,Consumption per Person of Dairy Products (Litres),1996,1996,3,Cheese,Litres,
ABA02C09,Consumption per Person of Dairy Products (Litres),1996,1996,4,Butter,Litres,
ABA02C09,Consumption per Person of Dairy Products (Litres),1996,1996,5,Cream,Litres,3
ABA02C09,Consumption per Person of Dairy Products (Litres),1996,1996,6,Milk Powder,Litres,0
ABA02C09,Consumption per Person of Dairy Products (Litres),1996,1996,11,Drinking Milk & Buttermilk,Litres,162
ABA02C09,Consumption per Person of Dairy Products (Litres),1997,1997,3,Cheese,Litres,
ABA02C09,Consumption per Person of Dairy Products (Litres),1997,1997,4,Butter,Litres,
ABA02C09,Consumption per Person of Dairy Products (Litres),1997,1997,5,Cream,Litres,3
ABA02C09,Consumption per Person of Dairy Products (Litres),1997,1997,6,Milk Powder,Litres,0
ABA02C09,Consumption per Person of Dairy Products (Litres),1997,1997,11,Drinking Milk & Buttermilk,Litres,160
ABA02C09,Consumption per Person of Dairy Products (Litres),1998,1998,3,Cheese,Litres,
ABA02C09,Consumption per Person of Dairy Products (Litres),1998,1998,4,Butter,Litres,
ABA02C09,Consumption per Person of Dairy Products (Litres),1998,1998,5,Cream,Litres,3
ABA02C09,Consumption per Person of Dairy Products (Litres),1998,1998,6,Milk Powder,Litres,0
ABA02C09,Consumption per Person of Dairy Products (Litres),1998,1998,11,Drinking Milk & Buttermilk,Litres,161
ABA02C09,Consumption per Person of Dairy Products (Litres),1999,1999,3,Cheese,Litres,
ABA02C09,Consumption per Person of Dairy Products (Litres),1999,1999,4,Butter,Litres,
ABA02C09,Consumption per Person of Dairy Products (Litres),1999,1999,5,Cream,Litres,3
ABA02C09,Consumption per Person of Dairy Products (Litres),1999,1999,6,Milk Powder,Litres,0
ABA02C09,Consumption per Person of Dairy Products (Litres),1999,1999,11,Drinking Milk & Buttermilk,Litres,159
ABA02C09,Consumption per Person of Dairy Products (Litres),2000,2000,3,Cheese,Litres,
ABA02C09,Consumption per Person of Dairy Products (Litres),2000,2000,4,Butter,Litres,
ABA02C09,Consumption per Person of Dairy Products (Litres),2000,2000,5,Cream,Litres,3
ABA02C09,Consumption per Person of Dairy Products (Litres),2000,2000,6,Milk Powder,Litres,0
ABA02C09,Consumption per Person of Dairy Products (Litres),2000,2000,11,Drinking Milk & Buttermilk,Litres,155
ABA02C09,Consumption per Person of Dairy Products (Litres),2001,2001,3,Cheese,Litres,
ABA02C09,Consumption per Person of Dairy Products (Litres),2001,2001,4,Butter,Litres,
ABA02C09,Consumption per Person of Dairy Products (Litres),2001,2001,5,Cream,Litres,3
ABA02C09,Consumption per Person of Dairy Products (Litres),2001,2001,6,Milk Powder,Litres,0
ABA02C09,Consumption per Person of Dairy Products (Litres),2001,2001,11,Drinking Milk & Buttermilk,Litres,154
ABA02C09,Consumption per Person of Dairy Products (Litres),2002,2002,3,Cheese,Litres,
